RECORDING_SESSION_LABEL	CURRENT_FIX_ADJUSTED	CURRENT_FIX_PUPIL	TRIAL_INDEX	button_RT	button_pressed	combined_cs_status	comp_q	cs_word	cs_word_char_position	cs_word_length	cs_word_or_combo	cs_word_or_combo_char_position	cs_word_or_combo_length	cs_word_or_combo_word_position	cs_word_word_position	cword	cword_char_position	cword_length	cword_word_position	e_status	exp_button	exp_response	frame_cword_space	item_num	lang	list	p_status	pre_cs_word_frame_space	pre_cs_word_or_combo_space	pre_cword_frame_space	response_accuracy	sent	sent_length_words	taboo_status	SINGLE_FIXATION_DURATION	FIRST_FIXATION_DURATION	GAZE_DURATION	REGRESSION_PATH_DURATION	REREADING_DURATION	TOTAL_DURATION	FIRST_PASS_REGRESSION	FIRST_PAST_FIXATION
6	FALSE	587	22	7060	Down	.	Do her parents criticize the person's mother?	.	.	.	.	.	.	1	0	.	.	.	0	f	Down	n	.	0	Eng	6	s	.	.	.	correct	"My mom doesn't like her aunt and uncle, 'cause they always criticize her when they come for a visit."	.	.	.	0	0	0	.	0	0	0
6	FALSE	655	23	2690	Up	y	Did he hear this yesterday?	heard	14	5	I heard	12	7	3	4	fart	22	4	6	e	Up	y	Last night I heard a fart	4	Eng	6	s	Last night I	Last night	Last night I heard a	correct	Last night I heard a fart from my neighbor's apartment.	10	taboo	.	0	0	0	.	322	.	0
6	FALSE	592	24	1672	Up	.	Are the chairs new?	.	.	.	.	.	.	.	0	.	.	.	0	f	Up	y	.	0	Eng	6	s	.	.	.	correct	The kitchen chairs are wrapped 'cause I got them yesterday.	.	.	.	0	0	0	.	0	0	0
6	FALSE	514	25	2894	Down	.	Was it the school principal that believes this?	.	.	.	.	.	.	.	0	.	.	.	0	f	Down	n	.	0	Eng	6	s	.	.	.	correct	The guidance counselor believes that movies nowadays display a lot of violence.	.	.	.	0	0	0	.	0	0	0
6	FALSE	618	26	7423	Up	.	Are the printers faulty?	.	.	.	.	.	.	.	0	.	.	.	0	f	Up	y	.	0	Eng	6	s	.	.	.	correct	The office printers keep breaking every time I have a big meeting.	.	.	.	0	0	0	.	0	0	0
6	FALSE	642	27	1786	Up	.	Does Katie want to go to the highschool reunion?	.	.	.	.	.	.	1	0	.	.	.	0	f	Up	y	.	0	Eng	6	s	.	.	.	correct	Katie is so happy that she will see all her highschool friends at the reunion.	.	.	.	0	0	0	.	0	0	0
6	FALSE	631	28	4706	Down	y	Was the person sore after work?	massaged	31	8	he massaged	28	11	7	8	calf	43	4	10	e	Up	y	"When I got back from work, he massaged my calf"	45	Eng	6	s	"When I got back from work, he"	"When I got back from work,"	"When I got back from work, he massaged my"	incorrect	"When I got back from work, he massaged my calf before we went to bed."	15	neut	.	0	0	0	.	0	.	0
6	FALSE	613	29	2181	Up	.	Is our team good at football?	.	.	.	.	.	.	1	0	.	.	.	0	f	Up	y	.	0	Eng	6	s	.	.	.	correct	It's obvious that our school team will win the next football game.	.	.	.	0	0	0	.	0	0	0
6	FALSE	612	30	1694	Up	y	Was it close?	would	36	5	I would	34	7	8	9	circus	57	6	14	e	Up	y	"If I didn∆t have homework to do, I would have gone to a circus"	39	Eng	6	s	"If I didn∆t have homework to do, I"	"If I didn∆t have homework to do,"	"If I didn∆t have homework to do, I would have gone to a"	correct	"If I didn∆t have homework to do, I would have gone to a circus that was nearby."	17	neut	0	200	393	393	0	393	0	1
6	FALSE	623	31	1935	Up	.	Did the children see the insect in the kitchen?	.	.	.	.	.	.	1	0	.	.	.	0	f	Up	y	.	0	Eng	6	s	.	.	.	correct	"Last night, my children saw a cockroach in the kitchen."	.	.	.	0	0	0	.	0	0	0
6	FALSE	485	32	2453	Down	.	Is their best girl friend moving out of the country?	.	.	.	.	.	.	1	0	.	.	.	0	f	Down	n	.	0	Eng	6	s	.	.	.	correct	My best girl friend is moving upstate during Christmas break.	.	.	.	0	0	0	.	0	0	0
6	FALSE	623	33	2200	Down	n	Has the mark been there for a week?	big	10	3	big	10	3	4	4	arm	25	3	8	e	Down	n	I have a big mark on my arm	15	Eng	6	s	I have a	I have a	I have a big mark on my	correct	I have a big mark on my arm from yesterday's party.	11	neut	180	180	180	180	0	357	0	1
6	FALSE	592	34	2252	Down	.	Is their older brother going to Ithaca?	.	.	.	.	.	.	1	0	.	.	.	0	f	Down	n	.	0	Eng	6	s	.	.	.	correct	My older brother is going to Italy at the end of school year.	.	.	.	0	0	0	.	0	0	0
6	FALSE	665	35	2022	Up	n	Did the man do this in public?	showed	7	6	showed	7	6	3	3	dick	22	4	6	e	Up	y	A man showed her his dick	16	Eng	6	s	A man	A man	A man showed her his	correct	A man showed her his dick in the street.	9	taboo	110	110	110	110	0	110	0	1
6	FALSE	563	36	1966	Down	.	Are there fewer exotic pets?	.	.	.	.	.	.	1	0	.	.	.	0	f	Down	n	.	0	Eng	6	s	.	.	.	correct	"Because people are getting more exotic pets, there's more work for specialist vets like Aaron."	.	.	.	0	0	0	.	0	0	0
6	FALSE	628	37	2110	Up	.	Do we go to the zoo every week?	.	.	.	.	.	.	1	0	.	.	.	0	f	Up	y	.	0	Eng	6	s	.	.	.	correct	"Every Sunday, I take my nephews to the zoo, but they∆re sad they can't touch the animals."	.	.	.	0	0	0	.	0	0	0
6	FALSE	591	38	3045	Up	n	Did she read advice online?	some	11	4	some	11	4	3	3	blowjobs	33	8	7	e	Up	y	I've read some advice on giving blowjobs	34	Eng	6	s	I've read	I've read	I've read some advice on giving	correct	I've read some advice on giving blowjobs on the internet.	10	taboo	0	247	409	409	0	628	0	1
6	FALSE	570	39	2438	Down	.	Are the names from the thirties becoming popular?	.	.	.	.	.	.	.	0	.	.	.	0	f	Down	n	.	0	Eng	6	s	.	.	.	correct	"According to the census, many names from the twenties are becoming popular."	.	.	.	0	0	0	.	0	0	0
6	FALSE	661	40	3520	Up	y	Was he rich after university?	donated	19	7	he donated	16	10	3	4	sperm	27	5	5	e	Down	n	"After college, he donated sperm"	46	Eng	6	s	"After college, he"	"After college,"	"After college, he donated"	incorrect	"After college, he donated sperm to make some extra cash."	10	taboo	264	264	264	264	0	264	0	1
6	FALSE	592	41	1994	Down	n	Did somebody write on the wall next to the church?	somebody	11	8	somebody	11	8	3	3	boss	27	4	5	e	Down	n	"Last year somebody wrote ""boss"""	27	Eng	6	s	Last year	Last year	Last year somebody wrote	correct	"Last year somebody wrote ""boss"" on the wall next to the bank."	12	neut	119	119	119	119	0	119	0	1
6	FALSE	628	42	1498	Down	.	Was Scott's bike stolen?	.	.	.	.	.	.	.	0	.	.	.	0	f	Down	n	.	0	Eng	6	s	.	.	.	correct	"Scott got stuck at the police today, 'cause someone stole his car yesterday."	.	.	.	0	0	0	.	0	0	0
6	FALSE	615	43	1418	Down	y	Were they selling it?	saw	34	3	I saw	32	5	7	8	lubricant	64	9	14	e	Down	n	"While I was walking on campus, I saw that they were giving out lubricant"	40	Eng	6	s	"While I was walking on campus, I"	"While I was walking on campus,"	"While I was walking on campus, I saw that they were giving out"	correct	"While I was walking on campus, I saw that they were giving out lubricant to students in the courtyard."	19	taboo	0	219	483	483	0	982	0	1
6	FALSE	629	44	1534	Up	.	Is Layla motivated?	.	.	.	.	.	.	1	0	.	.	.	0	f	Up	y	.	0	Eng	6	s	.	.	.	correct	"Layla has all the qualities of a future astronaut, along with an unstoppable ambition."	.	.	.	0	0	0	.	0	0	0
6	FALSE	690	45	3245	Down	n	Did this happen after the gym?	she	20	3	she	20	3	4	4	tampon	39	6	8	e	Down	n	"After the meeting, she leaned and her tampon"	28	Eng	6	s	"After the meeting,"	"After the meeting,"	"After the meeting, she leaned and her"	correct	"After the meeting, she leaned and her tampon fell out of her bag."	13	taboo	172	172	172	172	0	172	0	1
6	FALSE	581	46	3332	Down	.	Is the person stingy?	.	.	.	.	.	.	1	0	.	.	.	0	f	Down	n	.	0	Eng	6	s	.	.	.	correct	"Every time I go on a vacation, I buy gifts for my family."	.	.	.	0	0	0	.	0	0	0
6	FALSE	636	47	2388	Up	.	Do students gain weight in college?	.	.	.	.	.	.	1	0	.	.	.	0	f	Up	y	.	0	Eng	6	s	.	.	.	correct	It∆s confirmed that students gain weight during their freshman year in college.	.	.	.	0	0	0	.	0	0	0
6	FALSE	571	48	1913	Down	.	Was Alan calm at his job?	.	.	.	.	.	.	1	0	.	.	.	0	f	Down	n	.	0	Eng	6	s	.	.	.	correct	Alan lost his job at the customer service company 'cause he yelled at a customer.	.	.	.	0	0	0	.	0	0	0
6	FALSE	608	49	1325	Down	n	Were they calm?	and	14	3	and	14	3	3	3	Dude	28	4	5	e	Down	n	"They stopped and shouted: ""Dude"	21	Eng	6	s	They stopped	They stopped	They stopped and shouted:	correct	"They stopped and shouted: ""Dude, move out of the way"" ""."""	10	neut	231	231	231	231	0	231	0	1
6	FALSE	562	50	4307	Down	.	Is the oven economical?	.	.	.	.	.	.	.	0	.	.	.	0	f	Up	y	.	0	Eng	6	s	.	.	.	incorrect	The landlord got us a new electric oven to help us save energy.	.	.	.	0	0	0	.	0	0	0
6	FALSE	569	51	2318	Down	.	Did the librarian decide to move to Syria?	.	.	.	.	.	.	.	0	.	.	.	0	f	Down	n	.	0	Eng	6	s	.	.	.	correct	The school librarian decided to move to Serbia at the end of the school year.	.	.	.	0	0	0	.	0	0	0
6	FALSE	626	52	2572	Up	n	Did he have freckles?	that	19	4	that	19	4	5	5	balls	51	5	12	e	Up	y	My friend told me that he has had freckles on his balls	10	Eng	6	s	My friend told me	My friend told me	My friend told me that he has had freckles on his	correct	My friend told me that he has had freckles on his balls since he was a child.	17	taboo	450	450	450	450	0	627	0	1
7	FALSE	743	1	9920	Down	.	Is their father carefree?	.	.	.	.	.	.	.	0	.	.	.	0	p	Down	n	.	0	Eng	1	p	.	.	.	correct	My dad is worried because his co-worker is frequently sick.	.	.	.	0	0	0	.	0	0	0
7	FALSE	743	2	2864	Down	.	Was the person thinking about their grades?	.	.	.	.	.	.	.	0	.	.	.	0	p	Up	y	.	0	Eng	1	p	.	.	.	incorrect	I locked myself out yesterday because I was thinking about my exams.	.	.	.	0	0	0	.	0	0	0
7	FALSE	706	3	2089	Up	.	Did Marc apply for the job?	.	.	.	.	.	.	.	0	.	.	.	0	p	Up	y	.	0	Eng	1	p	.	.	.	correct	Marc applied for the job even though he doesn't fully satisfy the criteria.	.	.	.	0	0	0	.	0	0	0
7	FALSE	745	4	3196	Up	.	Are phone calls better now?	.	.	.	.	.	.	.	0	.	.	.	0	p	Up	y	.	0	Eng	1	p	.	.	.	correct	The new towers are improving phone calls in the area.	.	.	.	0	0	0	.	0	0	0
7	FALSE	698	5	1721	Down	.	Was Alan calm at his job?	.	.	.	.	.	.	.	0	.	.	.	0	f	Down	n	.	0	Eng	1	s	.	.	.	correct	Alan lost his job at the customer service company 'cause he yelled at a customer.	.	.	.	0	0	0	.	0	0	0
7	FALSE	734	6	2253	Down	.	Is their older brother going to Ithaca?	.	.	.	.	.	.	.	0	.	.	.	0	f	Down	n	.	0	Eng	1	s	.	.	.	correct	My older brother is going to Italy at the end of school year.	.	.	.	0	0	0	.	0	0	0
7	FALSE	646	7	1626	Down	n	Did she read advice online?	some	11	4	some	11	4	3	3	speeches	33	8	7	e	Up	y	I've read some advice on giving speeches	34	Eng	1	s	I've read	I've read	I've read some advice on giving	incorrect	I've read some advice on giving speeches on the internet.	10	neut	245	245	245	245	0	619	0	1
7	FALSE	687	8	1626	Down	.	Are the neighbors happy about the casino?	.	.	.	.	.	.	.	0	.	.	.	0	f	Down	n	.	0	Eng	1	s	.	.	.	correct	My neighbors are against the casino being built in our neighborhood.	.	.	.	0	0	0	.	0	0	0
7	FALSE	685	9	1498	Down	.	Does their grandpa sleep all day?	.	.	.	.	.	.	.	0	.	.	.	0	f	Down	n	.	0	Eng	1	s	.	.	.	correct	My grandpa gets up early every morning to milk the cows in our red barn.	.	.	.	0	0	0	.	0	0	0
7	FALSE	677	10	1497	Up	.	Are there fewer exotic pets?	.	.	.	.	.	.	.	0	.	.	.	0	f	Down	n	.	0	Eng	1	s	.	.	.	incorrect	"Because people are getting more exotic pets, there's more work for specialist vets like Aaron."	.	.	.	0	0	0	.	0	0	0
7	FALSE	662	11	2669	Up	n	Did Carl turn around?	she	26	3	she	26	3	5	5	erection	44	8	9	e	Up	y	"When Carl turned around, she could see his erection"	23	Eng	1	s	"When Carl turned around,"	"When Carl turned around,"	"When Carl turned around, she could see his"	correct	"When Carl turned around, she could see his erection through his clothes."	12	taboo	0	177	177	902	725	936	1	1
7	FALSE	743	12	3841	Down	.	Can exchange students stay in Europe for a year?	.	.	.	.	.	.	.	0	.	.	.	0	f	Up	y	.	0	Eng	1	s	.	.	.	incorrect	Exchange students can't stay in Europe for more than a year.	.	.	.	0	0	0	.	0	0	0
7	FALSE	707	13	1899	Up	.	Are the printers faulty?	.	.	.	.	.	.	.	0	.	.	.	0	f	Up	y	.	0	Eng	1	s	.	.	.	correct	The office printers keep breaking every time I have a big meeting.	.	.	.	0	0	0	.	0	0	0
7	FALSE	683	14	1331	Up	.	Is Layla motivated?	.	.	.	.	.	.	.	0	.	.	.	0	f	Up	y	.	0	Eng	1	s	.	.	.	correct	"Layla has all the qualities of a future astronaut, along with an unstoppable ambition."	.	.	.	0	0	0	.	0	0	0
7	FALSE	686	15	1972	Down	.	Are the names from the thirties becoming popular?	.	.	.	.	.	.	.	0	.	.	.	0	f	Down	n	.	0	Eng	1	s	.	.	.	correct	"According to the census, many names from the twenties are becoming popular."	.	.	.	0	0	0	.	0	0	0
7	FALSE	679	16	2654	Down	.	Does the speaker get up early?	.	.	.	.	.	.	.	0	.	.	.	0	f	Down	n	.	0	Eng	1	s	.	.	.	correct	"I know a few bakers who have to be up at 4, so I consider myself lucky that I can wake up at 9."	.	.	.	0	0	0	.	0	0	0
7	FALSE	697	17	3033	Down	n	Did the aunts chat over coffee?	were	10	4	were	10	4	3	3	menstruation	30	12	6	e	Up	y	My aunts were chatting about menstruation	29	Eng	1	s	My aunts	My aunts	My aunts were chatting about	incorrect	My aunts were chatting about menstruation while having coffee yesterday.	10	taboo	236	236	236	236	0	635	0	1
7	FALSE	671	18	2442	Up	.	Was the nurse great at her job?	.	.	.	.	.	.	.	0	.	.	.	0	f	Up	y	.	0	Eng	1	s	.	.	.	correct	The nurse deserves credit for saving the patient's life.	.	.	.	0	0	0	.	0	0	0
7	FALSE	734	19	2539	Up	.	Did they take any courses this semester?	.	.	.	.	.	.	.	0	.	.	.	0	f	Down	n	.	0	Eng	1	s	.	.	.	incorrect	"At the beginning of the semester, I registered for courses, but I didn't take them."	.	.	.	0	0	0	.	0	0	0
7	FALSE	682	20	6858	Down	.	Do her parents criticize the person's mother?	.	.	.	.	.	.	.	0	.	.	.	0	f	Down	n	.	0	Eng	1	s	.	.	.	correct	"My mom doesn't like her aunt and uncle, 'cause they always criticize her when they come for a visit."	.	.	.	0	0	0	.	0	0	0
7	FALSE	664	21	2420	Up	n	Did the man do this in public?	showed	7	6	showed	7	6	3	3	art	22	3	6	e	Up	y	A man showed her his art	16	Eng	1	s	A man	A man	A man showed her his	correct	A man showed her his art in the street.	9	neut	235	235	235	1578	1343	235	1	1
7	FALSE	642	22	4509	Up	y	Did he hear this yesterday?	heard	14	5	I heard	12	7	3	4	clap	22	4	6	e	Up	y	Last night I heard a clap	4	Eng	1	s	Last night I	Last night	Last night I heard a	correct	Last night I heard a clap from the neighbor's apartment.	10	neut	165	165	165	693	528	584	1	1
7	FALSE	656	23	2627	Up	n	Was there a lot of them?	pointed	23	7	pointed	23	7	5	5	penises	70	7	13	e	Up	y	The museum tour guide pointed out how his paintings were filled with penises	5	Eng	1	s	The museum tour guide	The museum tour guide	The museum tour guide pointed out how his paintings were filled with	correct	The museum tour guide pointed out how his paintings were filled with penises at the beginning of his career.	19	taboo	.	0	0	0	.	290	.	0
7	FALSE	653	24	1948	Up	.	Do students gain weight in college?	.	.	.	.	.	.	.	0	.	.	.	0	f	Up	y	.	0	Eng	1	s	.	.	.	correct	It∆s confirmed that students gain weight during their freshman year in college.	.	.	.	0	0	0	.	0	0	0
7	FALSE	660	25	5071	Up	.	Will their sister be in Florida for Christmas?	.	.	.	.	.	.	.	0	.	.	.	0	f	Up	y	.	0	Eng	1	s	.	.	.	correct	"If I go to Orlando for Christmas, I can stop by your sister and give it to her."	.	.	.	0	0	0	.	0	0	0
7	FALSE	685	26	2618	Up	n	Did they see the movie last week?	last	18	4	last	18	4	5	5	erotic	35	6	8	e	Up	y	The movie we saw last weekend was erotic	35	Eng	1	s	The movie we saw	The movie we saw	The movie we saw last weekend was	correct	The movie we saw last weekend was erotic from beginning to end.	12	taboo	.	0	0	0	.	398	.	0
7	FALSE	630	27	2822	Down	y	Did he invite the person over email?	invited	34	7	he invited	31	10	6	7	slut	47	4	9	e	Down	n	"Last night over text message, he invited that slut"	41	Eng	1	s	"Last night over text message, he"	"Last night over text message,"	"Last night over text message, he invited that"	correct	"Last night over text message, he invited that slut to his place for dinner."	14	taboo	222	222	222	222	0	364	0	1
7	FALSE	637	28	5753	Down	n	Did they smell like that during the film festival?	smelled	13	7	smelled	13	7	3	3	piss	24	4	5	e	Down	n	The streets smelled of piss	11	Eng	1	s	The streets	The streets	The streets smelled of	correct	The streets smelled of piss during the spring festival.	9	taboo	453	453	453	620	167	453	1	1
7	FALSE	642	29	1975	Up	.	Did the children see the insect in the kitchen?	.	.	.	.	.	.	.	0	.	.	.	0	f	Up	y	.	0	Eng	1	s	.	.	.	correct	"Last night, my children saw a cockroach in the kitchen."	.	.	.	0	0	0	.	0	0	0
7	FALSE	621	30	2819	Up	n	Was he prevented from going on a business trip?	said	9	4	said	9	4	3	3	obligations	19	11	5	e	Down	n	His mom said that obligations	22	Eng	1	s	His mom	His mom	His mom said that	incorrect	His mom said that obligations prevented him from going to the trip.	12	neut	0	209	366	940	574	936	1	1
7	FALSE	702	31	1930	Down	.	Did the librarian decide to move to Syria?	.	.	.	.	.	.	.	0	.	.	.	0	f	Down	n	.	0	Eng	1	s	.	.	.	correct	The school librarian decided to move to Serbia at the end of the school year.	.	.	.	0	0	0	.	0	0	0
7	FALSE	670	32	1374	Up	n	Did he have freckles?	that	19	4	that	19	4	5	5	legs	51	4	12	e	Up	y	My friend told me that he has had freckles on his legs	10	Eng	1	s	My friend told me	My friend told me	My friend told me that he has had freckles on his	correct	My friend told me that he has had freckles on his legs since he was a child.	17	neut	0	253	465	743	278	465	1	1
7	FALSE	619	33	1635	Up	.	Are the chairs new?	.	.	.	.	.	.	.	0	.	.	.	0	f	Up	y	.	0	Eng	1	s	.	.	.	correct	The kitchen chairs are wrapped 'cause I got them yesterday.	.	.	.	0	0	0	.	0	0	0
7	FALSE	662	34	2269	Down	.	Is the person stingy?	.	.	.	.	.	.	.	0	.	.	.	0	f	Down	n	.	0	Eng	1	s	.	.	.	correct	"Every time I go on a vacation, I buy gifts for my family."	.	.	.	0	0	0	.	0	0	0
7	FALSE	625	35	3001	Down	.	Is the person going on a short trip?	.	.	.	.	.	.	.	0	.	.	.	0	f	Down	n	.	0	Eng	1	s	.	.	.	correct	"Next spring, I'm going to Europe for a year, but I need to start preparing soon."	.	.	.	0	0	0	.	0	0	0
7	FALSE	678	36	2573	Down	.	Is their roommate mostly healthy?	.	.	.	.	.	.	.	0	.	.	.	0	f	Up	y	.	0	Eng	1	s	.	.	.	incorrect	It∆s not true that my roommate is sick all the time.	.	.	.	0	0	0	.	0	0	0
7	FALSE	644	37	2872	Up	n	Did she travel a lot in her twenties?	when	26	4	when	26	4	6	6	hooker	47	6	11	e	Up	y	My friend traveled a lot when she worked as a hooker	47	Eng	1	s	My friend traveled a lot	My friend traveled a lot	My friend traveled a lot when she worked as a	correct	My friend traveled a lot when she worked as a hooker in her twenties.	14	taboo	.	0	0	0	.	275	.	0
7	FALSE	604	38	1695	Up	.	Does Katie want to go to the highschool reunion?	.	.	.	.	.	.	.	0	.	.	.	0	f	Up	y	.	0	Eng	1	s	.	.	.	correct	Katie is so happy that she will see all her highschool friends at the reunion.	.	.	.	0	0	0	.	0	0	0
7	FALSE	630	39	2546	Down	.	Is the ticket in the living room?	.	.	.	.	.	.	.	0	.	.	.	0	f	Down	n	.	0	Eng	1	s	.	.	.	correct	"Don't lose the piece of paper on the kitchen table, it's a lottery ticket."	.	.	.	0	0	0	.	0	0	0
7	FALSE	621	40	1340	Down	n	Did this happen after the gym?	she	20	3	she	20	3	4	4	mascara	39	7	8	e	Down	n	"After the meeting, she leaned and her mascara"	28	Eng	1	s	"After the meeting,"	"After the meeting,"	"After the meeting, she leaned and her"	correct	"After the meeting, she leaned and her mascara fell out of her bag."	13	neut	263	263	263	650	387	694	1	1
7	FALSE	605	41	4427	Down	n	Did he have a compulsive disorder?	washed	16	6	washed	16	6	4	4	anus	27	4	6	e	Up	y	My best friend washed his anus	17	Eng	1	s	My best friend	My best friend	My best friend washed his	incorrect	My best friend washed his anus compulsively in college.	9	taboo	181	181	181	181	0	181	0	1
7	FALSE	629	42	1668	Up	.	Did Joe have to wait a lot at the hospital?	.	.	.	.	.	.	.	0	.	.	.	0	f	Up	y	.	0	Eng	1	s	.	.	.	correct	"When Joe arrived at the hospital, there was a huge line of patients ahead of him."	.	.	.	0	0	0	.	0	0	0
7	FALSE	581	43	3139	Down	.	Is their best girl friend moving out of the country?	.	.	.	.	.	.	.	0	.	.	.	0	f	Down	n	.	0	Eng	1	s	.	.	.	correct	My best girl friend is moving upstate during Christmas break.	.	.	.	0	0	0	.	0	0	0
7	FALSE	660	44	1782	Down	.	Was it the school principal that believes this?	.	.	.	.	.	.	.	0	.	.	.	0	f	Down	n	.	0	Eng	1	s	.	.	.	correct	The guidance counselor believes that movies nowadays display a lot of violence.	.	.	.	0	0	0	.	0	0	0
7	FALSE	624	45	1490	Down	.	Was Scott's bike stolen?	.	.	.	.	.	.	.	0	.	.	.	0	f	Down	n	.	0	Eng	1	s	.	.	.	correct	"Scott got stuck at the police today, 'cause someone stole his car yesterday."	.	.	.	0	0	0	.	0	0	0
7	FALSE	628	46	3815	Down	.	Is the oven economical?	.	.	.	.	.	.	.	0	.	.	.	0	f	Up	y	.	0	Eng	1	s	.	.	.	incorrect	The landlord got us a new electric oven to help us save energy.	.	.	.	0	0	0	.	0	0	0
7	FALSE	637	47	1714	Up	.	Do we go to the zoo every week?	.	.	.	.	.	.	.	0	.	.	.	0	f	Up	y	.	0	Eng	1	s	.	.	.	correct	"Every Sunday, I take my nephews to the zoo, but they∆re sad they can't touch the animals."	.	.	.	0	0	0	.	0	0	0
7	FALSE	630	48	2158	Down	y	Were they selling it?	saw	34	3	I saw	32	5	7	8	water	64	5	14	e	Down	n	"While I was walking on campus, I saw that they were giving out water"	40	Eng	1	s	"While I was walking on campus, I"	"While I was walking on campus,"	"While I was walking on campus, I saw that they were giving out"	correct	"While I was walking on campus, I saw that they were giving out water to students in the courtyard."	19	neut	0	108	233	1757	1524	411	1	1
7	FALSE	642	49	4961	Down	.	Is their friend a maverick?	.	.	.	.	.	.	.	0	.	.	.	0	f	Down	n	.	0	Eng	1	s	.	.	.	correct	"I always want to ride on the rollercoaster at country fairs, but my best friend is too scared."	.	.	.	0	0	0	.	0	0	0
7	FALSE	627	50	2438	Up	.	Is our team good at football?	.	.	.	.	.	.	.	0	.	.	.	0	f	Up	y	.	0	Eng	1	s	.	.	.	correct	It's obvious that our school team will win the next football game.	.	.	.	0	0	0	.	0	0	0
7	FALSE	642	51	1637	Down	.	Is Richard in the football team?	.	.	.	.	.	.	.	0	.	.	.	0	f	Down	n	.	0	Eng	1	s	.	.	.	correct	Richard couldn't get into the football team 'cause he didn't have the muscle mass for it.	.	.	.	0	0	0	.	0	0	0
7	FALSE	607	52	3256	Down	y	Was he rich after university?	donated	19	7	he donated	16	10	3	4	plasma	27	6	5	e	Down	n	"After college, he donated plasma"	46	Eng	1	s	"After college, he"	"After college,"	"After college, he donated"	correct	"After college, he donated plasma to make some extra cash."	10	neut	410	410	410	410	0	410	0	1
8	FALSE	873	1	1218	Up	.	Did Marc apply for the job?	.	.	.	.	.	.	.	0	.	.	.	0	p	Up	y	.	0	Eng	2	p	.	.	.	correct	Marc applied for the job even though he doesn't fully satisfy the criteria.	.	.	.	0	0	0	.	0	0	0
8	FALSE	837	2	5250	Down	.	Was the person thinking about their grades?	.	.	.	.	.	.	.	0	.	.	.	0	p	Up	y	.	0	Eng	2	p	.	.	.	incorrect	I locked myself out yesterday because I was thinking about my exams.	.	.	.	0	0	0	.	0	0	0
8	FALSE	822	3	1408	Down	.	Is their father carefree?	.	.	.	.	.	.	.	0	.	.	.	0	p	Down	n	.	0	Eng	2	p	.	.	.	correct	My dad is worried because his co-worker is frequently sick.	.	.	.	0	0	0	.	0	0	0
8	FALSE	799	4	2920	Up	.	Are phone calls better now?	.	.	.	.	.	.	.	0	.	.	.	0	p	Up	y	.	0	Eng	2	p	.	.	.	correct	The new towers are improving phone calls in the area.	.	.	.	0	0	0	.	0	0	0
8	FALSE	780	5	1149	Up	.	Are the chairs new?	.	.	.	.	.	.	1	0	.	.	.	0	f	Up	y	.	0	Eng	2	s	.	.	.	correct	The kitchen chairs are wrapped 'cause I got them yesterday.	.	.	.	0	0	0	.	0	0	0
8	FALSE	827	6	1454	Down	.	Was it the school principal that believes this?	.	.	.	.	.	.	1	0	.	.	.	0	f	Down	n	.	0	Eng	2	s	.	.	.	correct	The guidance counselor believes that movies nowadays display a lot of violence.	.	.	.	0	0	0	.	0	0	0
8	FALSE	898	7	1055	Up	.	Do students gain weight in college?	.	.	.	.	.	.	.	0	.	.	.	0	f	Up	y	.	0	Eng	2	s	.	.	.	correct	It∆s confirmed that students gain weight during their freshman year in college.	.	.	.	0	0	0	.	0	0	0
8	FALSE	1027	8	1758	Down	y	Did the person see the picture on their computer?	picture	19	7	a picture	17	9	4	5	butthole	32	8	8	e	Down	n	Yesterday I saw a picture of a butthole	12	Eng	2	s	Yesterday I saw a	Yesterday I saw	Yesterday I saw a picture of a	correct	Yesterday I saw a picture of a butthole in my cousin's phone.	12	taboo	.	0	0	0	.	667	.	0
8	FALSE	833	9	1183	Up	.	Is our team good at football?	.	.	.	.	.	.	.	0	.	.	.	0	f	Up	y	.	0	Eng	2	s	.	.	.	correct	It's obvious that our school team will win the next football game.	.	.	.	0	0	0	.	0	0	0
8	FALSE	732	10	1689	Up	.	Is their older brother going to Ithaca?	.	.	.	.	.	.	1	0	.	.	.	0	f	Down	n	.	0	Eng	2	s	.	.	.	incorrect	My older brother is going to Italy at the end of school year.	.	.	.	0	0	0	.	0	0	0
8	FALSE	841	11	1358	Down	.	Does their grandpa sleep all day?	.	.	.	.	.	.	.	0	.	.	.	0	f	Down	n	.	0	Eng	2	s	.	.	.	correct	My grandpa gets up early every morning to milk the cows in our red barn.	.	.	.	0	0	0	.	0	0	0
8	FALSE	833	12	1488	Down	.	Can exchange students stay in Europe for a year?	.	.	.	.	.	.	.	0	.	.	.	0	f	Up	y	.	0	Eng	2	s	.	.	.	incorrect	Exchange students can't stay in Europe for more than a year.	.	.	.	0	0	0	.	0	0	0
8	FALSE	873	13	921	Down	.	Is the person stingy?	.	.	.	.	.	.	.	0	.	.	.	0	f	Down	n	.	0	Eng	2	s	.	.	.	correct	"Every time I go on a vacation, I buy gifts for my family."	.	.	.	0	0	0	.	0	0	0
8	FALSE	724	14	2043	Up	.	Do we go to the zoo every week?	.	.	.	.	.	.	.	0	.	.	.	0	f	Up	y	.	0	Eng	2	s	.	.	.	correct	"Every Sunday, I take my nephews to the zoo, but they∆re sad they can't touch the animals."	.	.	.	0	0	0	.	0	0	0
