RECORDING_SESSION_LABEL	CURRENT_FIX_ADJUSTED	CURRENT_FIX_PUPIL	TRIAL_INDEX	button_RT	button_pressed	combined_cs_status	comp_q	cs_word	cs_word_char_position	cs_word_length	cs_word_or_combo	cs_word_or_combo_char_position	cs_word_or_combo_length	cs_word_or_combo_word_position	cs_word_word_position	cword	cword_char_position	cword_length	cword_word_position	e_status	exp_button	exp_response	frame_cword_space	item_num	lang	list.x	p_status	pre_cs_word_frame_space	pre_cs_word_or_combo_space	pre_cword_frame_space	response_accuracy	sent	sent_length_words	taboo_status	SINGLE_FIXATION_DURATION	FIRST_FIXATION_DURATION	GAZE_DURATION	REGRESSION_PATH_DURATION	REREADING_DURATION	TOTAL_DURATION	FIRST_PASS_REGRESSION	FIRST_PAST_FIXATION	list.y	Lang_order	DELE	MELICET	dominance	FIRST_FIXATION_DURATION_SC	TOTAL_DURATION_SC	GAZE_DURATION_SC	dominance_SC	dom_cat
5	FALSE	1097	38	1280	Up	n	Were they by the refrigerator?	talking	14	7	talking	14	7	4	4	government	28	10	1	e	Up	y	I heard them talking about government	26	Eng	5	s	I heard them	I heard them	I heard them talking about	correct	I heard them talking about government by the refrigerator.	9	neut	.	0	0	0	.	0	.	0	5	E1_SCS1	30	47	0.638297872	-0.829979131	-0.831205837	-0.78422069	-0.678854086	L
5	FALSE	1019	40	1377	Down	y	Did they find it in a fountain?	found	27	5	they found	22	10	4	5	tooth	35	5	1	e	Down	n	"Earlier this summer, they found a tooth"	44	Eng	5	s	"Earlier this summer, they"	"Earlier this summer,"	"Earlier this summer, they found a"	correct	"Earlier this summer, they found a tooth in the showers at the waterpark."	13	neut	0	139	297	297	0	297	0	1	5	E1_SCS1	30	47	0.638297872	0.073139232	-0.071575059	0.50906986	-0.678854086	L
5	FALSE	1211	41	1482	Up	y	Was the person sore after work?	massaged	31	8	he massaged	28	11	7	8	butt	43	4	1	e	Up	y	"When I got back from work, he massaged my butt"	45	Eng	5	s	"When I got back from work, he"	"When I got back from work,"	"When I got back from work, he massaged my"	correct	"When I got back from work, he massaged my butt before we went to bed."	15	taboo	141	141	141	141	0	141	0	1	5	E1_SCS1	30	47	0.638297872	0.086133741	-0.470573043	-0.170234267	-0.678854086	L
5	FALSE	1102	43	1134	Up	n	Did her baby hurt her?	bit	10	3	bit	10	3	3	3	finger	18	6	1	e	Up	y	Her baby bit her finger	14	Eng	5	s	Her baby	Her baby	Her baby bit her	correct	Her baby bit her finger and drew blood.	8	neut	.	0	0	0	.	0	.	0	5	E1_SCS1	30	47	0.638297872	-0.829979131	-0.831205837	-0.78422069	-0.678854086	L
5	FALSE	1024	44	2186	Up	n	Did a lot of them fall?	yesterday	25	9	yesterday	25	9	7	7	cans	47	4	1	e	Up	y	"When I was in the store yesterday, a bunch of cans"	32	Eng	5	s	When I was in the store	When I was in the store	"When I was in the store yesterday, a bunch of"	correct	"When I was in the store yesterday, a bunch of cans fell from a shelf."	15	neut	141	141	141	141	0	455	0	1	5	E1_SCS1	30	47	0.638297872	0.086133741	0.332538284	-0.170234267	-0.678854086	L
5	FALSE	1043	45	1707	Down	n	Has the mark been there for a week?	big	10	3	big	10	3	4	4	buttock	25	7	1	e	Down	n	I have a big mark on my buttock	15	Eng	5	s	I have a	I have a	I have a big mark on my	correct	I have a big mark on my buttock from yesterday's party.	11	taboo	135	135	135	135	0	135	0	1	5	E1_SCS1	30	47	0.638297872	0.047150214	-0.48591912	-0.196361349	-0.678854086	L
5	FALSE	1139	46	1991	Up	n	Was the sale in a big store?	that	11	4	that	11	4	3	3	vibrators	25	9	1	e	Up	y	I noticed that they had vibrators	33	Eng	5	s	I noticed	I noticed	I noticed that they had	correct	I noticed that they had vibrators on sale in that big store.	12	taboo	.	0	0	0	.	0	.	0	5	E1_SCS1	30	47	0.638297872	-0.829979131	-0.831205837	-0.78422069	-0.678854086	L
5	FALSE	1071	47	1252	Down	n	Did she get hurt last winter?	she	14	3	she	14	3	3	3	thumb	27	5	1	e	Down	n	"Last summer, she hurt her thumb"	8	Eng	5	s	"Last summer,"	"Last summer,"	"Last summer, she hurt her"	correct	"Last summer, she hurt her thumb trying to get on a horse."	12	neut	135	135	135	135	0	135	0	1	5	E1_SCS1	30	47	0.638297872	0.047150214	-0.48591912	-0.196361349	-0.678854086	L
5	FALSE	1095	51	1550	Down	n	Is this a problem in cities?	that	18	4	that	18	4	4	4	education	23	9	1	e	Down	n	I read somewhere that education	2	Eng	5	s	I read somewhere	I read somewhere	I read somewhere that	correct	I read somewhere that education is a big problem in small communities.	12	neut	.	0	0	0	.	0	.	0	5	E1_SCS1	30	47	0.638297872	-0.829979131	-0.831205837	-0.78422069	-0.678854086	L
5	FALSE	790	61	5077	Down	n	¿La mamá de María lo encontró en el espacio privado de María?	encontró	18	8	encontró	18	8	5	5	consolador	30	10	1	e	Up	y	La mamá de María encontró un consolador	25	Spa	5	s	La mamá de María	La mamá de María	La mamá de María encontró un	incorrect	La mamá de María encontró un consolador en su habitación.	10	taboo	155	155	155	155	0	155	0	1	5	E1_SCS1	30	47	0.638297872	0.177095303	-0.434765532	-0.109271077	-0.678854086	L
5	FALSE	734	66	1753	Up	n	¿Salió del coche?	y	20	1	y	20	1	4	4	avión	40	5	1	e	Down	n	"Salió del edificio y comenzó a gritar \avión\"""""	48	Spa	5	s	Salió del edificio	Salió del edificio	Salió del edificio y comenzó a gritar	incorrect	"Salió del edificio y comenzó a gritar \avión\"" en medio de una calle concurrida."""	14	neut	0	154	482	482	0	482	0	1	5	E1_SCS1	30	47	0.638297872	0.170598048	0.401595628	1.314654882	-0.678854086	L
5	FALSE	773	71	2655	Down	n	¿Podría abotonarse la chaqueta?	era	29	3	era	29	3	6	6	hombros	60	7	1	e	Down	n	La chaqueta que ella compró era demasiado pequeña para sus hombros	42	Spa	5	s	La chaqueta que ella compró	La chaqueta que ella compró	La chaqueta que ella compró era demasiado pequeña para sus	correct	"La chaqueta que ella compró era demasiado pequeña para sus hombros, así que se la devolvió."	16	neut	149	149	149	149	0	149	0	1	5	E1_SCS1	30	47	0.638297872	0.138111776	-0.450111608	-0.135398158	-0.678854086	L
5	FALSE	817	72	2820	Up	n	¿Los examinaron en la consulta del doctor?	examinaron	20	10	examinaron	20	10	5	5	testículos	35	10	1	e	Down	n	"Hoy en el colegio, examinaron los testículos"	31	Spa	5	s	"Hoy en el colegio,"	"Hoy en el colegio,"	"Hoy en el colegio, examinaron los"	incorrect	"Hoy en el colegio, examinaron los testículos de los niños en el examen de salud anual."	16	taboo	144	144	144	144	0	144	0	1	5	E1_SCS1	30	47	0.638297872	0.105625504	-0.462900005	-0.157170727	-0.678854086	L
5	FALSE	887	75	1171	Up	n	¿Fueron a una cita?	que	10	3	que	10	3	3	3	verga	24	5	1	e	Up	y	No sabía que tenía una verga	43	Spa	5	s	No sabía	No sabía	No sabía que tenía una	correct	No sabía que tenía una verga tan larga hasta que fuimos a una cita.	14	taboo	148	148	148	148	0	605	0	1	5	E1_SCS1	30	47	0.638297872	0.131614522	0.716190192	-0.139752672	-0.678854086	L
5	FALSE	926	77	2535	Down	n	¿Ocurrió esto cuando volvió del lago?	de	16	2	de	16	2	3	3	mierda	38	6	1	e	Down	n	"Cuando regresó de la hacienda, tenía mierda"	7	Spa	5	s	Cuando regresó	Cuando regresó	"Cuando regresó de la hacienda, tenía"	correct	"Cuando regresó de la hacienda, tenía mierda en sus pantalones."	10	taboo	0	152	350	350	0	350	0	1	5	E1_SCS1	30	47	0.638297872	0.157603539	0.063981948	0.739859082	-0.678854086	L
5	FALSE	807	79	2523	Down	n	¿La persona lo vio en el armario?	donde	14	5	donde	14	5	4	4	pubis	48	5	1	e	Down	n	"En el hostal donde nos alojábamos, encontré un pubis"	19	Spa	5	s	En el hostal	En el hostal	"En el hostal donde nos alojábamos, encontré un"	correct	"En el hostal donde nos alojábamos, encontré un pubis en la sábana."	12	taboo	143	143	143	143	0	143	0	1	5	E1_SCS1	30	47	0.638297872	0.09912825	-0.465457685	-0.16152524	-0.678854086	L
5	FALSE	898	84	1688	Up	n	¿El hombre hizo esto en público?	showed	11	6	showed	11	6	3	3	art	26	3	1	e	Up	y	Un hombre showed her his art	16	CS	5	s	Un hombre	Un hombre	Un hombre showed her his	correct	Un hombre showed her his art in the street.	9	neut	.	0	0	0	.	0	.	0	5	E1_SCS1	30	47	0.638297872	-0.829979131	-0.831205837	-0.78422069	-0.678854086	L
5	FALSE	709	85	4103	Down	n	¿Le dolieron después de trotar?	que	11	3	que	11	3	3	3	rodillas	29	8	1	e	Up	y	Ella dijo que le dolían las rodillas	18	Spa	5	s	Ella dijo	Ella dijo	Ella dijo que le dolían las	incorrect	Ella dijo que le dolían las rodillas después de correr.	10	neut	136	136	136	136	0	136	0	1	5	E1_SCS1	30	47	0.638297872	0.053647469	-0.48336144	-0.192006836	-0.678854086	L
5	FALSE	925	86	2246	Up	n	¿Ocurrió esto en la calle?	escuché	18	7	escuché	18	7	4	4	paja	55	4	1	e	Down	n	La semana pasada escuché que Ángela le dio a Juan una paja	37	Spa	5	s	La semana pasada	La semana pasada	La semana pasada escuché que Ángela le dio a Juan una	incorrect	La semana pasada escuché que Ángela le dio a Juan una paja en el parque.	15	taboo	.	0	0	0	.	0	.	0	5	E1_SCS1	30	47	0.638297872	-0.829979131	-0.831205837	-0.78422069	-0.678854086	L
5	FALSE	973	87	2753	Down	y	¿Invitó a la persona por correo electrónico?	invited	45	7	he invited	42	10	9	10	slut	58	4	1	e	Down	n	"Ayer por la noche, por mensaje de texto, he invited that slut"	41	CS	5	s	"Ayer por la noche, por mensaje de texto, he"	"Ayer por la noche, por mensaje de texto,"	"Ayer por la noche, por mensaje de texto, he invited that"	correct	"Ayer por la noche, por mensaje de texto, he invited that slut to his place for dinner."	17	taboo	511	511	511	511	0	511	0	1	5	E1_SCS1	30	47	0.638297872	2.490117873	0.47576833	1.440935778	-0.678854086	L
5	FALSE	869	95	1724	Up	n	¿Hablaban las tías tomando café?	were	10	4	were	10	4	3	3	menstruation	30	12	1	e	Up	y	Mis tías were chatting about menstruation	29	CS	5	s	Mis tías	Mis tías	Mis tías were chatting about	correct	Mis tías were chatting about menstruation while having coffee yesterday.	10	taboo	.	0	0	0	.	0	.	0	5	E1_SCS1	30	47	0.638297872	-0.829979131	-0.831205837	-0.78422069	-0.678854086	L
5	FALSE	909	98	1404	Up	n	¿Tenía pecas?	that	18	4	that	18	4	5	5	legs	50	4	1	e	Up	y	Mi amigo me dijo that he has had freckles on his legs	10	CS	5	s	Mi amigo me dijo	Mi amigo me dijo	Mi amigo me dijo that he has had freckles on his	correct	Mi amigo me dijo that he has had freckles on his legs since he was a child.	17	neut	139	139	139	139	0	139	0	1	5	E1_SCS1	30	47	0.638297872	0.073139232	-0.475688402	-0.178943295	-0.678854086	L
5	FALSE	819	99	2971	Down	n	¿Olían así durante el festival de cine?	smelled	12	7	smelled	12	7	3	3	piss	23	4	1	e	Down	n	Las calles smelled of piss	11	CS	5	s	Las calles	Las calles	Las calles smelled of	correct	Las calles smelled of piss during the spring festival.	9	taboo	906	906	906	906	0	906	0	1	5	E1_SCS1	30	47	0.638297872	5.056533366	1.486051688	3.160968664	-0.678854086	L
5	FALSE	849	101	1570	Up	n	¿Vieron la película la semana pasada?	last	23	4	last	23	4	5	5	erotic	40	6	1	e	Up	y	La película que vimos last weekend was erotic	35	CS	5	s	La película que vimos	La película que vimos	La película que vimos last weekend was	correct	La película que vimos last weekend was erotic from beginning to end.	12	taboo	324	324	324	324	0	324	0	1	5	E1_SCS1	30	47	0.638297872	1.275131298	-0.002517716	0.626641728	-0.678854086	L
5	FALSE	892	47	6393	Down	n	¿Se le impidió ir a un viaje de negocios?	said	9	4	said	9	4	3	3	obligations	19	11	1	e	Down	n	Su mamá said that obligations	22	CS	5	s	Su mamá	Su mamá	Su mamá said that	correct	Su mamá said that obligations prevented him from going to the trip.	12	neut	146	146	146	146	0	146	0	1	5	E1_SCS1	30	47	0.638297872	0.118620013	-0.457784647	-0.148461699	-0.678854086	L
5	FALSE	830	52	1349	Down	y	¿Era rico después de la universidad?	donated	31	7	he donated	28	10	5	6	plasma	39	6	1	e	Down	n	"Después de la universidad, he donated plasma"	46	CS	5	s	"Después de la universidad, he"	"Después de la universidad,"	"Después de la universidad, he donated"	correct	"Después de la universidad, he donated plasma to make some extra cash."	12	neut	0	150	330	330	0	330	0	1	5	E1_SCS1	30	47	0.638297872	0.14460903	0.012828361	0.65276881	-0.678854086	L
5	FALSE	833	44	1441	Up	n	¿Leyó el consejos en línea?	some	10	4	some	10	4	3	3	speeches	32	8	1	e	Up	y	He leído some advice on giving speeches	34	CS	5	s	He leído	He leído	He leído some advice on giving	correct	He leído some advice on giving speeches on the internet.	10	neut	154	154	154	154	0	154	0	1	5	E1_SCS1	30	47	0.638297872	0.170598048	-0.437323211	-0.11362559	-0.678854086	L
5	FALSE	986	45	1320	Down	n	¿Fue adicto durante 5 años?	era	16	3	era	16	3	4	4	masturbación	32	12	1	e	Down	n	"En el colegio, era adicto a la masturbación"	13	Spa	5	s	"En el colegio,"	"En el colegio,"	"En el colegio, era adicto a la"	correct	"En el colegio, era adicto a la masturbación por tres años."	11	taboo	329	329	329	329	0	329	0	1	5	E1_SCS1	30	47	0.638297872	1.30761757	0.010270681	0.648414296	-0.678854086	L
5	FALSE	845	54	2904	Up	n	¿Tuvo un trastorno compulsivo?	washed	16	6	washed	16	6	4	4	anus	27	4	1	e	Up	y	Mi mejor amigo washed his anus	17	CS	5	s	Mi mejor amigo	Mi mejor amigo	Mi mejor amigo washed his	correct	Mi mejor amigo washed his anus compulsively in college.	9	taboo	.	0	0	0	.	0	.	0	5	E1_SCS1	30	47	0.638297872	-0.829979131	-0.831205837	-0.78422069	-0.678854086	L
5	FALSE	821	55	1383	Up	n	¿Carlos dio la vuelta?	she	30	3	she	30	3	6	6	erection	48	8	1	e	Up	y	"Cuando Carlos dio la vuelta, she could see his erection"	23	CS	5	s	"Cuando Carlos dio la vuelta,"	"Cuando Carlos dio la vuelta,"	"Cuando Carlos dio la vuelta, she could see his"	correct	"Cuando Carlos dio la vuelta, she could see his erection through his clothes."	13	taboo	497	497	497	497	0	497	0	1	5	E1_SCS1	30	47	0.638297872	2.399156311	0.439960818	1.379972587	-0.678854086	L
5	FALSE	792	56	1932	Down	n	¿Estaba en el asiento del tren?	que	14	3	que	14	3	3	3	harina	24	6	1	e	Down	n	Podría jurar que había harina	24	Spa	5	s	Podría jurar	Podría jurar	Podría jurar que había	correct	Podría jurar que había harina en el asiento del autobús.	10	neut	509	509	509	509	0	509	0	1	5	E1_SCS1	30	47	0.638297872	2.477123364	0.470652971	1.43222675	-0.678854086	L
6	FALSE	690	45	3245	Down	n	Did this happen after the gym?	she	20	3	she	20	3	4	4	tampon	39	6	1	e	Down	n	"After the meeting, she leaned and her tampon"	28	Eng	6	s	"After the meeting,"	"After the meeting,"	"After the meeting, she leaned and her"	correct	"After the meeting, she leaned and her tampon fell out of her bag."	13	taboo	83	83	83	83	0	83	0	1	6	SCS2_E2	45	33	1.363636364	-0.290707015	-0.618918448	-0.422796058	2.59805958	H
6	FALSE	608	49	1325	Down	n	Were they calm?	and	14	3	and	14	3	3	3	Dude	28	4	1	e	Down	n	"They stopped and shouted: \Dude"""	21	Eng	6	s	They stopped	They stopped	They stopped and shouted:	correct	"They stopped and shouted: \Dude, move out of the way\"" \"".\"""""	10	neut	171	171	171	171	0	476	0	1	6	SCS2_E2	45	33	1.363636364	0.281051373	0.386249551	-0.039598858	2.59805958	H
6	FALSE	584	22	1519	Down	y	¿Ocurrió esto en la mañana?	otra	29	4	la otra	26	7	6	7	orgasmo	49	7	1	e	Down	n	"Cuando regrese a mi casa la otra noche, tuve un orgasmo"	38	Spa	6	s	Cuando regrese a mi casa la	Cuando regrese a mi casa	"Cuando regrese a mi casa la otra noche, tuve un"	correct	"Cuando regrese a mi casa la otra noche, tuve un orgasmo en el sofa."	14	taboo	162	162	162	162	0	162	0	1	6	SCS2_E2	45	33	1.363636364	0.222576083	-0.416861776	-0.078789481	2.59805958	H
6	FALSE	433	23	2424	Up	n	¿Los niños comienzan a hablar de esto muy temprano?	empiezan	11	8	empiezan	11	8	3	3	sexo	35	4	1	e	Up	y	Los niños empiezan a hablar sobre sexo	20	Spa	6	s	Los niños	Los niños	Los niños empiezan a hablar sobre	correct	Los niños empiezan a hablar sobre sexo muy temprano estos días.	11	taboo	0	38	297	297	0	297	0	1	6	SCS2_E2	45	33	1.363636364	-0.583083464	-0.071575059	0.50906986	2.59805958	H
6	FALSE	626	52	2572	Up	n	Did he have freckles?	that	19	4	that	19	4	5	5	balls	51	5	1	e	Up	y	My friend told me that he has had freckles on his balls	10	Eng	6	s	My friend told me	My friend told me	My friend told me that he has had freckles on his	correct	My friend told me that he has had freckles on his balls since he was a child.	17	taboo	.	0	0	0	.	0	.	0	6	SCS2_E2	45	33	1.363636364	-0.829979131	-0.831205837	-0.78422069	2.59805958	H
6	FALSE	476	45	1451	Up	n	¿Su bebé la lastimó?	mordió	9	6	mordió	9	6	3	3	pezón	19	5	1	e	Up	y	Su bebé mordió su pezón	14	Spa	6	s	Su bebé	Su bebé	Su bebé mordió su	correct	Su bebé mordió su pezón y le salió sangre.	9	taboo	.	0	0	0	.	0	.	0	6	SCS2_E2	45	33	1.363636364	-0.829979131	-0.831205837	-0.78422069	2.59805958	H
6	FALSE	503	47	2282	Down	n	¿Estaba en el asiento del tren?	that	14	4	that	14	4	3	3	cum	29	3	1	e	Down	n	Podría jurar that there was cum	24	CS	6	s	Podría jurar	Podría jurar	Podría jurar that there was	correct	Podría jurar that there was cum on the seat of the bus.	12	taboo	0	188	521	521	0	611	0	1	6	SCS2_E2	45	33	1.363636364	0.391504698	0.731536268	1.484480914	2.59805958	H
6	FALSE	604	49	3103	Up	n	¿La mamá de María lo encontró en el espacio privado de María?	encontró	18	8	encontró	18	8	5	5	cigarrillo	30	10	1	e	Up	y	La mamá de María encontró un cigarrillo	25	Spa	6	s	La mamá de María	La mamá de María	La mamá de María encontró un	correct	La mamá de María encontró un cigarrillo en su habitación.	10	neut	.	0	0	0	.	0	.	0	6	SCS2_E2	45	33	1.363636364	-0.829979131	-0.831205837	-0.78422069	2.59805958	H
6	FALSE	462	53	1856	Up	n	¿Hablaban las tías tomando café?	were	10	4	were	10	4	3	3	agriculture	30	11	1	e	Up	y	Mis tías were chatting about agriculture	29	CS	6	s	Mis tías	Mis tías	Mis tías were chatting about	correct	Mis tías were chatting about agriculture while having coffee yesterday.	11	neut	167	167	167	167	0	167	0	1	6	SCS2_E2	45	33	1.363636364	0.255062355	-0.404073379	-0.057016913	2.59805958	H
6	FALSE	566	56	1526	Up	n	¿Fueron a una cita?	que	10	3	que	10	3	3	3	vientre	23	7	1	e	Up	y	No sabía que tenía un vientre	43	Spa	6	s	No sabía	No sabía	No sabía que tenía un	correct	No sabía que tenía un vientre tan grande hasta que fuimos a una cita.	14	neut	.	0	0	0	.	0	.	0	6	SCS2_E2	45	33	1.363636364	-0.829979131	-0.831205837	-0.78422069	2.59805958	H
6	FALSE	607	57	2041	Down	n	¿Se lastimó el invierno pasado?	ella	19	4	ella	19	4	4	4	clítoris	38	8	1	e	Down	n	"El verano pasado, ella se lastimó el clítoris"	8	Spa	6	s	"El verano pasado,"	"El verano pasado,"	"El verano pasado, ella se lastimó el"	correct	"El verano pasado, ella se lastimó el clítoris tratando de subirse a un caballo."	14	taboo	.	0	0	0	.	79	.	0	6	SCS2_E2	45	33	1.363636364	-0.829979131	-0.629149166	-0.78422069	2.59805958	H
6	FALSE	534	59	1616	Down	n	¿La encontraron en una fuente?	encontraron	29	11	encontraron	29	11	6	6	cagada	45	6	1	e	Down	n	"A principio de este verano, encontraron una cagada"	44	Spa	6	s	"A principio de este verano,"	"A principio de este verano,"	"A principio de este verano, encontraron una"	correct	"A principio de este verano, encontraron una cagada en las duchas del parque acuático."	14	taboo	.	0	0	0	.	0	.	0	6	SCS2_E2	45	33	1.363636364	-0.829979131	-0.831205837	-0.78422069	2.59805958	H
6	FALSE	574	63	4331	Up	n	¿Hubo muchos de ellos?	pointed	29	7	pointed	29	7	6	6	doors	76	5	1	e	Up	y	El guía turístico del museo pointed out how his paintings were filled with doors	5	CS	6	s	El guía turístico del museo	El guía turístico del museo	El guía turístico del museo pointed out how his paintings were filled with	correct	El guía turístico del museo pointed out how his paintings were filled with doors at the beginning of his career.	20	neut	.	0	0	0	.	0	.	0	6	SCS2_E2	45	33	1.363636364	-0.829979131	-0.831205837	-0.78422069	2.59805958	H
6	FALSE	550	25	1671	Up	n	¿Le dolieron después de trotar?	that	11	4	that	11	4	3	3	boobs	20	5	1	e	Up	y	Ella dijo that her boobs	18	CS	6	s	Ella dijo	Ella dijo	Ella dijo that her	correct	Ella dijo that her boobs hurt after running.	8	taboo	.	0	0	0	.	168	.	0	6	SCS2_E2	45	33	1.363636364	-0.829979131	-0.4015157	-0.78422069	2.59805958	H
6	FALSE	519	27	2922	Down	y	¿Invitó a la persona por correo electrónico?	invited	45	7	he invited	42	10	9	10	colleague	58	9	1	e	Down	n	"Ayer por la noche, por mensaje de texto, he invited that colleague"	41	CS	6	s	"Ayer por la noche, por mensaje de texto, he"	"Ayer por la noche, por mensaje de texto,"	"Ayer por la noche, por mensaje de texto, he invited that"	correct	"Ayer por la noche, por mensaje de texto, he invited that colleague to his place for dinner."	17	neut	159	159	159	159	0	159	0	1	6	SCS2_E2	45	33	1.363636364	0.20308432	-0.424534815	-0.091853022	2.59805958	H
6	FALSE	474	33	2484	Up	n	¿Vieron la película la semana pasada?	last	23	4	last	23	4	5	5	dynamic	40	7	1	e	Up	y	La película que vimos last weekend was dynamic	35	CS	6	s	La película que vimos	La película que vimos	La película que vimos last weekend was	correct	La película que vimos last weekend was dynamic from beginning to end.	12	neut	.	0	0	0	.	0	.	0	6	SCS2_E2	45	33	1.363636364	-0.829979131	-0.831205837	-0.78422069	2.59805958	H
6	FALSE	511	35	3633	Down	n	¿Es este un problema en las ciudades?	que	19	3	que	19	3	5	5	incesto	23	7	1	e	Down	n	Lei en algun lado que incesto	2	Spa	6	s	Lei en algun lado	Lei en algun lado	Lei en algun lado que	correct	Lei en algun lado que incesto es un gran problema en comunidades pequenas.	13	taboo	145	145	145	145	0	145	0	1	6	SCS2_E2	45	33	1.363636364	0.112122758	-0.460342326	-0.152816213	2.59805958	H
6	FALSE	450	36	3302	Down	n	¿Los examinaron en la consulta del doctor?	examinaron	20	10	examinaron	20	10	5	5	dientes	35	7	1	e	Down	n	"Hoy en el colegio, examinaron los dientes"	31	Spa	6	s	"Hoy en el colegio,"	"Hoy en el colegio,"	"Hoy en el colegio, examinaron los"	correct	"Hoy en el colegio, examinaron los dientes de los niños en el examen de salud anual."	16	neut	.	0	0	0	.	0	.	0	6	SCS2_E2	45	33	1.363636364	-0.829979131	-0.831205837	-0.78422069	2.59805958	H
6	FALSE	484	39	2298	Up	n	¿Tuvo un trastorno compulsivo?	washed	16	6	washed	16	6	4	4	face	27	4	1	e	Up	y	Mi mejor amigo washed his face	17	CS	6	s	Mi mejor amigo	Mi mejor amigo	Mi mejor amigo washed his	correct	Mi mejor amigo washed his face compulsively in college.	9	neut	.	0	0	0	.	0	.	0	6	SCS2_E2	45	33	1.363636364	-0.829979131	-0.831205837	-0.78422069	2.59805958	H
6	FALSE	550	40	3474	Up	n	¿Estaba en una relación cuando la recibió?	gave	13	4	gave	13	4	4	4	syphilis	22	8	1	e	Up	y	Su ex novia gave him syphilis	30	CS	6	s	Su ex novia	Su ex novia	Su ex novia gave him	correct	Su ex novia gave him syphilis in college.	8	taboo	.	0	0	0	.	0	.	0	6	SCS2_E2	45	33	1.363636364	-0.829979131	-0.831205837	-0.78422069	2.59805958	H
6	FALSE	586	9	1826	Up	n	Was the sale in a big store?	that	11	4	that	11	4	3	3	coffee pots	25	11	1	e	Up	y	I noticed that they had coffee pots	33	Eng	6	s	I noticed	I noticed	I noticed that they had	correct	I noticed that they had coffee pots on sale in that big store.	13	neut	.	0	0	0	.	0	.	0	6	SCS2_E2	45	33	1.363636364	-0.829979131	-0.831205837	-0.78422069	2.59805958	H
6	FALSE	587	13	3665	Up	n	Did the child say this?	said	11	4	said	11	4	3	3	welcome	16	7	1	e	Up	y	The child said welcome	9	Eng	6	s	The child	The child	The child said	correct	"The child said \welcome\"" in front of everyone."""	8	neut	156	156	156	156	0	156	0	1	6	SCS2_E2	45	33	1.363636364	0.183592557	-0.432207853	-0.104916563	2.59805958	H
6	FALSE	586	18	2869	Up	n	Is the product for the skin?	for	13	3	for	13	3	5	5	scalp	37	5	1	e	Up	y	I saw an ad for a new cream for the scalp	3	Eng	6	s	I saw an ad	I saw an ad	I saw an ad for a new cream for the	correct	I saw an ad for a new cream for the scalp so that it doesn't itch.	16	neut	47	47	47	47	0	47	0	1	6	SCS2_E2	45	33	1.363636364	-0.524608174	-0.710994906	-0.579558549	2.59805958	H
6	FALSE	627	21	5417	Down	n	Was he prevented from going on a business trip?	said	9	4	said	9	4	3	3	diarrhea	19	8	1	e	Down	n	His mom said that diarrhea	22	Eng	6	s	His mom	His mom	His mom said that	correct	His mom said that diarrhea prevented him from going to the trip.	12	taboo	.	0	0	0	.	419	.	0	6	SCS2_E2	45	33	1.363636364	-0.829979131	0.240461826	-0.78422069	2.59805958	H
6	FALSE	655	23	2690	Up	y	Did he hear this yesterday?	heard	14	5	I heard	12	7	3	4	fart	22	4	1	e	Up	y	Last night I heard a fart	4	Eng	6	s	Last night I	Last night	Last night I heard a	correct	Last night I heard a fart from my neighbor's apartment.	10	taboo	146	146	146	146	0	146	0	1	6	SCS2_E2	45	33	1.363636364	0.118620013	-0.457784647	-0.148461699	2.59805958	H
6	FALSE	631	28	4706	Down	y	Was the person sore after work?	massaged	31	8	he massaged	28	11	7	8	calf	43	4	1	e	Up	y	"When I got back from work, he massaged my calf"	45	Eng	6	s	"When I got back from work, he"	"When I got back from work,"	"When I got back from work, he massaged my"	incorrect	"When I got back from work, he massaged my calf before we went to bed."	15	neut	.	0	0	0	.	0	.	0	6	SCS2_E2	45	33	1.363636364	-0.829979131	-0.831205837	-0.78422069	2.59805958	H
6	FALSE	612	30	1694	Up	y	Was it close?	would	36	5	I would	34	7	8	9	circus	57	6	1	e	Up	y	"If I didnÆt have homework to do, I would have gone to a circus"	39	Eng	6	s	"If I didnÆt have homework to do, I"	"If I didnÆt have homework to do,"	"If I didnÆt have homework to do, I would have gone to a"	correct	"If I didnÆt have homework to do, I would have gone to a circus that was nearby."	17	neut	.	0	0	0	.	0	.	0	6	SCS2_E2	45	33	1.363636364	-0.829979131	-0.831205837	-0.78422069	2.59805958	H
6	FALSE	623	33	2200	Down	n	Has the mark been there for a week?	big	10	3	big	10	3	4	4	arm	25	3	1	e	Down	n	I have a big mark on my arm	15	Eng	6	s	I have a	I have a	I have a big mark on my	correct	I have a big mark on my arm from yesterday's party.	11	neut	.	0	0	0	.	0	.	0	6	SCS2_E2	45	33	1.363636364	-0.829979131	-0.831205837	-0.78422069	2.59805958	H
6	FALSE	665	35	2022	Up	n	Did the man do this in public?	showed	7	6	showed	7	6	3	3	dick	22	4	1	e	Up	y	A man showed her his dick	16	Eng	6	s	A man	A man	A man showed her his	correct	A man showed her his dick in the street.	9	taboo	.	0	0	0	.	384	.	0	6	SCS2_E2	45	33	1.363636364	-0.829979131	0.150943048	-0.78422069	2.59805958	H
