RECORDING_SESSION_LABEL	CURRENT_FIX_ADJUSTED	CURRENT_FIX_PUPIL	TRIAL_INDEX	button_RT	button_pressed	combined_cs_status	comp_q	cs_word	cs_word_char_position	cs_word_length	cs_word_or_combo	cs_word_or_combo_char_position	cs_word_or_combo_length	cs_word_or_combo_word_position	cs_word_word_position	cword	cword_char_position	cword_length	cword_word_position	e_status	exp_button	exp_response	frame_cword_space	item_num	lang	list	p_status	pre_cs_word_frame_space	pre_cs_word_or_combo_space	pre_cword_frame_space	response_accuracy	sent	sent_length_words	taboo_status	SINGLE_FIXATION_DURATION	FIRST_FIXATION_DURATION	GAZE_DURATION	REGRESSION_PATH_DURATION	REREADING_DURATION	TOTAL_DURATION	FIRST_PASS_REGRESSION	FIRST_PAST_FIXATION
7	FALSE	703	61	2128	Up	.	¿Critica el mundo a los actores?	.	1	.	.	.	.	.	.	.	.	.	0	f	Up	y	.	0	Spa	1	s	.	.	.	correct	Cada actor tendrá que superar la crítica del mundo para convertirse en una estrella.	.	.	.	0	0	0	.	0	0	0
7	FALSE	659	62	1551	Up	.	¿Quiere a sus nietos?	.	1	.	.	.	.	.	.	.	.	.	0	f	Up	y	.	0	Spa	1	s	.	.	.	correct	"Yo quiero mucho a mis nietos, especialmente a Mariana que es realmente cómica y me hace reír a carcajadas."	.	.	.	0	0	0	.	0	0	0
7	FALSE	754	63	1557	Up	.	¿El río fue contaminado?	.	1	.	.	.	.	.	.	.	.	.	0	f	Up	y	.	0	Spa	1	s	.	.	.	correct	"En su último estudio, el geólogo ha comprobado que la fábrica industrial contaminó el río."	.	.	.	0	0	0	.	0	0	0
7	FALSE	788	64	1933	Up	.	¿Le han despedido a David?	.	1	.	.	.	.	.	.	.	.	.	0	f	Down	n	.	0	Spa	1	s	.	.	.	incorrect	David dejó su puesto en el departamento de reporteros tras ser promovido por su jefe al departamento editorial.	.	.	.	0	0	0	.	0	0	0
7	FALSE	800	65	8080	Up	.	¿Estaba presente para la muerte de su paciente?	.	1	.	.	.	.	.	.	.	.	.	0	f	Down	n	.	0	Spa	1	s	.	.	.	incorrect	Mateo se quedó en el cuarto estupefacto al encontrar muerto a su paciente.	.	.	.	0	0	0	.	0	0	0
7	FALSE	752	66	3319	Down	n	¿Lo encontraron en una fuente?	encontraron	29	11	encontraron	29	11	6	6	diente	44	6	8	e	Down	n	"A principio de este verano, encontraron un diente"	44	Spa	1	s	"A principio de este verano,"	"A principio de este verano,"	"A principio de este verano, encontraron un"	correct	"A principio de este verano, encontraron un diente en las duchas del parque acuático."	14	neut	0	484	573	2106	1533	3234	1	1
7	FALSE	782	67	2628	Up	.	¿Contribuye el aire seco a los incendios?	.	1	.	.	.	.	.	.	.	.	.	0	f	Up	y	.	0	Spa	1	s	.	.	.	correct	"Cuando el aire está sumamente seco con vientos fuertes, los incendios son una amenaza grave."	.	.	.	0	0	0	.	0	0	0
7	FALSE	744	68	1973	Down	.	¿El dueño estaba satisfecho?	.	1	.	.	.	.	.	.	.	.	.	0	f	Down	n	.	0	Spa	1	s	.	.	.	correct	El dueño estaba furioso cuando los manifestantes se detuvieron en frente de la tienda.	.	.	.	0	0	0	.	0	0	0
7	FALSE	724	69	3125	Down	.	¿Emma fue una maestra?	.	1	.	.	.	.	.	.	.	.	.	0	f	Down	n	.	0	Spa	1	s	.	.	.	correct	Emma comienza a trabajar como maestra el lunes y no está preparada para el comienzo del semestre.	.	.	.	0	0	0	.	0	0	0
7	FALSE	780	70	1385	Down	n	¿Salió del coche?	and	20	3	and	20	3	4	4	airplane	41	8	7	e	Down	n	"Salió del edificio and started yelling ""airplane"""	48	CS	1	s	Salió del edificio	Salió del edificio	Salió del edificio and started yelling	correct	"Salió del edificio and started yelling ""airplane"" in the middle of a busy street."	14	neut	233	233	233	233	0	422	0	1
7	FALSE	735	71	1522	Down	.	¿Su clase de matemáticas está alli?	.	1	.	.	.	.	.	.	.	.	.	0	f	Up	y	.	0	Spa	1	s	.	.	.	incorrect	Todas mis clases de ciencias están en este edificio.	.	.	.	0	0	0	.	0	0	0
7	FALSE	776	72	5910	Up	.	¿Piensan sus amigos que tendrá éxito Tomas?	.	1	.	.	.	.	.	.	.	.	.	0	f	Up	y	.	0	CS	1	s	.	.	.	correct	Sus amigos le insistieron a Tomas que respondiera al anuncio que pedía cocineros porque opinaban que era muy ap	.	.	.	0	0	0	.	0	0	0
7	FALSE	694	73	1679	Up	.	¿Se la envió por su aniversario?	.	1	.	.	.	.	.	.	.	.	.	0	f	Up	y	.	0	Spa	1	s	.	.	.	correct	Mi madre me la envió como regalo de aniversario.	.	.	.	0	0	0	.	0	0	0
7	FALSE	788	74	1580	Up	.	¿Su primo mayor se va al África?	.	1	.	.	.	.	.	.	.	.	.	0	f	Down	n	.	0	Spa	1	s	.	.	.	incorrect	Mi primo menor se va a África a finales de enero.	.	.	.	0	0	0	.	0	0	0
7	FALSE	747	75	3428	Up	n	¿Los niños comienzan a hablar de esto muy temprano?	empiezan	11	8	empiezan	11	8	3	3	política	35	8	7	e	Up	y	Los niños empiezan a hablar sobre política	20	Spa	1	s	Los niños	Los niños	Los niños empiezan a hablar sobre	correct	Los niños empiezan a hablar sobre política muy temprano estos días.	11	neut	234	234	234	234	0	1005	0	1
7	FALSE	768	76	3801	Down	n	¿Fue adicto durante 5 años?	was	19	3	was	19	3	5	5	masturbation	35	12	8	e	Down	n	"En el colegio, he was addicted to masturbation"	13	CS	1	s	"En el colegio, he"	"En el colegio, he"	"En el colegio, he was addicted to"	correct	"En el colegio, he was addicted to masturbation for three years."	11	taboo	162	162	162	162	0	333	0	1
7	FALSE	740	77	2012	Down	.	¿Todos los pintores se hacen famosos durante su vida?	.	1	.	.	.	.	.	.	.	.	.	0	f	Down	n	.	0	Spa	1	s	.	.	.	correct	Hay una comunidad de pintores que no alcanzan la fama durante la vida.	.	.	.	0	0	0	.	0	0	0
7	FALSE	744	78	1918	Up	.	¿Estuvieron enfermos la primera noche?	.	1	.	.	.	.	.	.	.	.	.	0	f	Up	y	.	0	Spa	1	s	.	.	.	correct	Los aventureros estaban todos enfermos en la primera noche de la excursión.	.	.	.	0	0	0	.	0	0	0
7	FALSE	789	79	1756	Down	.	¿Vive en un peaceful place?	.	1	.	.	.	.	.	.	.	.	.	0	f	Down	n	.	0	CS	1	s	.	.	.	correct	Quiero mudarme because my neighbors never stop making noise.	.	.	.	0	0	0	.	0	0	0
7	FALSE	780	80	4555	Up	.	¿No es seguro que su amiga del colegio se gradúe?	.	1	.	.	.	.	.	.	.	.	.	0	f	Down	n	.	0	Spa	1	s	.	.	.	incorrect	No es seguro que mi amiga de la infancia se gradúe el próximo verano.	.	.	.	0	0	0	.	0	0	0
7	FALSE	738	81	2200	Down	.	¿Estaba ella corriendo?	.	1	.	.	.	.	.	.	.	.	.	0	f	Up	y	.	0	Spa	1	s	.	.	.	incorrect	Mientras caminaba esta mañana la vi corriendo por el parque.	.	.	.	0	0	0	.	0	0	0
7	FALSE	728	82	1977	Up	.	¿Es competitivo el campo de derecho?	.	1	.	.	.	.	.	.	.	.	.	0	f	Up	y	.	0	Spa	1	s	.	.	.	correct	"Trabajando en derecho, Sara tiene que competir con abogados de todo tipo."	.	.	.	0	0	0	.	0	0	0
7	FALSE	702	83	2970	Up	.	¿Hay muchas opciones en el programa?	.	1	.	.	.	.	.	.	.	.	.	0	f	Up	y	.	0	Spa	1	s	.	.	.	correct	El programa de la universidad tiene muchas opciones.	.	.	.	0	0	0	.	0	0	0
7	FALSE	766	84	5075	Down	y	¿Ocurrió esto en la calle?	heard	20	5	I heard	18	7	4	5	handjob	50	7	11	e	Down	n	La semana pasada I heard that Angela gave Juan a handjob	37	CS	1	s	La semana pasada I	La semana pasada	La semana pasada I heard that Angela gave Juan a	correct	La semana pasada I heard that Angela gave Juan a handjob in the park.	14	taboo	522	522	522	522	0	522	0	1
7	FALSE	781	85	6409	Down	.	¿Reprobó el examen Valeria?	.	1	.	.	.	.	.	.	.	.	.	0	f	Down	n	.	0	Spa	1	s	.	.	.	correct	Valeria trabaja duro y por eso se pone orgullosa al recibir la mejor nota en el examen.	.	.	.	0	0	0	.	0	0	0
7	FALSE	804	86	2696	Down	n	¿Ocurrió esto cuando volvió del lago?	from	16	4	from	16	4	3	3	shit	38	4	8	e	Down	n	"Cuando regresó from the farm, he had shit"	7	CS	1	s	Cuando regresó	Cuando regresó	"Cuando regresó from the farm, he had"	correct	"Cuando regresó from the farm, he had shit all over his pants."	12	taboo	0	186	369	369	0	620	0	1
7	FALSE	758	87	2065	Up	.	¿En nochevieja compramos alcohol?	.	1	.	.	.	.	.	.	.	.	.	0	f	Up	y	.	0	Spa	1	s	.	.	.	correct	En nochevieja compramos mucha bebida pero no nos la bebimos toda.	.	.	.	0	0	0	.	0	0	0
7	FALSE	774	88	4030	Up	.	¿Se detiene el camión una vez?	.	1	.	.	.	.	.	.	.	.	.	0	f	Down	n	.	0	Spa	1	s	.	.	.	incorrect	"Cada miércoles, el camión blindado pasa por el pueblo y hace varias paradas."	.	.	.	0	0	0	.	0	0	0
7	FALSE	759	89	2232	Up	.	¿Las rosas se marchitaron rápido?	.	1	.	.	.	.	.	.	.	.	.	0	f	Up	y	.	0	Spa	1	s	.	.	.	correct	"Aunque parecían vibrantes en la tienda, las rosas se marchitaron después de un día."	.	.	.	0	0	0	.	0	0	0
7	FALSE	775	90	2637	Down	n	¿Es este un problema en las ciudades?	que	19	3	que	19	3	5	5	educación	23	9	6	e	Down	n	Lei en algun lado que educación	2	Spa	1	s	Lei en algun lado	Lei en algun lado	Lei en algun lado que	correct	Lei en algun lado que educación es un gran problema en comunidades pequenas.	13	neut	0	198	198	1178	980	524	1	1
7	FALSE	804	91	2878	Up	n	¿Cayeron muchos de ellos?	ayer	31	4	ayer	31	4	7	7	latas	50	5	11	e	Up	y	"Cuando yo estaba en la tienda ayer, un montón de latas"	32	Spa	1	s	Cuando yo estaba en la tienda	Cuando yo estaba en la tienda	"Cuando yo estaba en la tienda ayer, un montón de"	correct	"Cuando yo estaba en la tienda ayer, un montón de latas cayó de un estante."	15	neut	609	609	609	609	0	609	0	1
7	FALSE	698	92	1512	Down	.	¿El campo es al sur del pueblo?	.	1	.	.	.	.	.	.	.	.	.	0	f	Down	n	.	0	Spa	1	s	.	.	.	correct	Al norte del pueblo hay un campo bello lleno de flores cada primavera.	.	.	.	0	0	0	.	0	0	0
7	FALSE	778	93	3893	Down	.	¿Era su nuevo libro único?	.	1	.	.	.	.	.	.	.	.	.	0	f	Down	n	.	0	Spa	1	s	.	.	.	correct	Su nuevo libro era muy similar a otro libro recién publicado.	.	.	.	0	0	0	.	0	0	0
7	FALSE	766	94	3075	Down	.	¿Su madre le compró zanahorias?	.	1	.	.	.	.	.	.	.	.	.	0	f	Down	n	.	0	Spa	1	s	.	.	.	correct	El domingo por la mañana mi madre me compró zapatos por mi cumpleaños.	.	.	.	0	0	0	.	0	0	0
7	FALSE	796	95	6649	Down	n	¿Ha estado la marca allí durante una semana?	mancha	11	6	mancha	11	6	3	3	nalga	31	5	7	e	Down	n	Tengo una mancha grande en mi nalga	15	Spa	1	s	Tengo una	Tengo una	Tengo una mancha grande en mi	correct	Tengo una mancha grande en mi nalga desde la fiesta de ayer.	12	taboo	617	617	617	617	0	936	0	1
7	FALSE	843	96	3335	Down	n	¿Es el producto para la piel?	de	15	2	de	15	2	4	4	vagina	42	6	10	e	Up	y	Vi un anuncio de una nueva crema para la vagina	3	Spa	1	s	Vi un anuncio	Vi un anuncio	Vi un anuncio de una nueva crema para la	incorrect	Vi un anuncio de una nueva crema para la vagina para que no pique.	14	taboo	0	174	174	5049	4875	1279	1	1
7	FALSE	743	97	1781	Up	.	¿Están sus primos satisfechos?	.	1	.	.	.	.	.	.	.	.	.	0	f	Up	y	.	0	Spa	1	s	.	.	.	correct	Mi tia dice que mis primos están disfrutando del crucero que los llevó a México.	.	.	.	0	0	0	.	0	0	0
7	FALSE	746	98	1401	Up	.	¿Tiene Olivia 20 años de experiencia?	.	1	.	.	.	.	.	.	.	.	.	0	f	Up	y	.	0	Spa	1	s	.	.	.	correct	"Aunque entró en un grupo de médicos recientemente, Olivia es muy calificada y tiene veinte años de experiencia."	.	.	.	0	0	0	.	0	0	0
7	FALSE	810	99	7096	Down	n	¿Podría abotonarse la chaqueta?	was	29	3	was	29	3	6	6	shoulders	51	9	11	e	Down	n	La chaqueta que ella compró was too small for her shoulders	42	CS	1	s	La chaqueta que ella compró	La chaqueta que ella compró	La chaqueta que ella compró was too small for her	correct	"La chaqueta que ella compró was too small for her shoulders, so she returned it."	15	neut	148	148	148	148	0	148	0	1
7	FALSE	744	100	3319	Down	.	¿El primer ministro del país canceló su viaje a Rusia?	.	1	.	.	.	.	.	.	.	.	.	0	f	Down	n	.	0	Spa	1	s	.	.	.	correct	Es verdad que el primer ministro del país canceló su viaje a Roma.	.	.	.	0	0	0	.	0	0	0
7	FALSE	753	101	1941	Up	.	¿Hizo su madre la cena?	.	1	.	.	.	.	.	.	.	.	.	0	f	Up	y	.	0	Spa	1	s	.	.	.	correct	Mi madre hará la cena de Navidad otra vez.	.	.	.	0	0	0	.	0	0	0
8	FALSE	976	1	6489	Up	.	¿Jugaban los niños al voleibol?	.	1	.	.	.	.	.	.	.	.	.	0	p	Down	n	.	0	Spa	2	p	.	.	.	incorrect	Mi amiga sabe que los chicos fueron al parque para jugar fútbol.	.	.	.	0	0	0	.	0	0	0
8	FALSE	865	2	3471	Down	.	¿Los estudiantes son respetuosos?	.	1	.	.	.	.	.	.	.	.	.	0	p	Up	y	.	0	Spa	2	p	.	.	.	incorrect	Los maestros aseguran que los estudiantes de español los respetan en el salón.	.	.	.	0	0	0	.	0	0	0
8	FALSE	920	3	4187	Down	.	¿Está la mujer paseando por el parque?	.	1	.	.	.	.	.	.	.	.	.	0	p	Down	n	.	0	Spa	2	p	.	.	.	correct	"Desde el verano pasado, mi jardinero siempre ve a la mujer paseando por la fuente."	.	.	.	0	0	0	.	0	0	0
8	FALSE	914	4	2685	Up	.	¿Su amiga was coming over?	.	1	.	.	.	.	.	.	.	.	.	0	p	Down	n	.	0	CS	2	p	.	.	.	incorrect	"Tan pronto como entré en la ducha, I washed my hair, my boyfriend was coming over."	.	.	.	0	0	0	.	0	0	0
8	FALSE	918	5	1613	Up	.	¿Estaban mojados sus pantalones?	.	1	.	.	.	.	.	.	.	.	.	0	p	Up	y	.	0	Spa	2	p	.	.	.	correct	Derramó su bebida en sus pantalones en una fiesta.	.	.	.	0	0	0	.	0	0	0
8	FALSE	1113	7	1641	Down	.	¿Vive en un peaceful place?	.	1	.	.	.	.	.	.	.	.	.	0	f	Down	n	.	0	CS	2	s	.	.	.	correct	Quiero mudarme because my neighbors never stop making noise.	.	.	.	0	0	0	.	0	0	0
8	FALSE	971	8	1857	Down	y	¿Ocurrió esto en la mañana?	other	30	5	the other	26	9	6	7	orgasm	52	6	12	e	Down	n	"Cuando regrese a mi casa the other night, I had an orgasm"	38	CS	2	s	Cuando regrese a mi casa the	Cuando regrese a mi casa	"Cuando regrese a mi casa the other night, I had an"	correct	"Cuando regrese a mi casa the other night, I had an orgasm on the couch."	15	taboo	145	145	145	612	467	917	1	1
8	FALSE	844	9	1561	Up	.	¿Quiere a sus nietos?	.	1	.	.	.	.	.	.	.	.	.	0	f	Up	y	.	0	Spa	2	s	.	.	.	correct	"Yo quiero mucho a mis nietos, especialmente a Mariana que es realmente cómica y me hace reír a carcajadas."	.	.	.	0	0	0	.	0	0	0
8	FALSE	895	10	3784	Down	.	¿Estaba presente para la muerte de su paciente?	.	1	.	.	.	.	.	.	.	.	.	0	f	Down	n	.	0	Spa	2	s	.	.	.	correct	Mateo se quedó en el cuarto estupefacto al encontrar muerto a su paciente.	.	.	.	0	0	0	.	0	0	0
8	FALSE	1112	11	1547	Up	n	¿Cayeron muchos de ellos?	yesterday	31	9	yesterday	31	9	7	7	condoms	53	7	11	e	Up	y	"Cuando yo estaba en la tienda yesterday, a bunch of condoms"	32	CS	2	s	Cuando yo estaba en la tienda	Cuando yo estaba en la tienda	"Cuando yo estaba en la tienda yesterday, a bunch of"	correct	"Cuando yo estaba en la tienda yesterday, a bunch of condoms fell from a shelf."	15	taboo	338	338	338	426	88	416	1	1
8	FALSE	873	12	3328	Up	n	¿Dijo el niño esto?	dijo	9	4	dijo	9	4	3	3	bienvenido	15	10	4	e	Up	y	"El niño dijo ""bienvenido"""	9	Spa	2	s	El niño	El niño	El niño dijo	correct	"El niño dijo ""bienvenido"" delante de todos."	7	neut	0	127	127	892	765	1814	1	1
8	FALSE	990	13	2152	Up	.	¿Piensan sus amigos que tendrá éxito Tomas?	.	1	.	.	.	.	.	.	.	.	.	0	f	Up	y	.	0	CS	2	s	.	.	.	correct	Sus amigos le insistieron a Tomas que respondiera al anuncio que pedía cocineros porque opinaban que era muy ap	.	.	.	0	0	0	.	0	0	0
8	FALSE	846	14	1433	Up	n	¿Estuvo cerca?	habría	34	6	habría	34	6	7	7	circo	50	5	11	e	Up	y	"Si no tuviera tareas para hacer, habría ido a un circo"	39	Spa	2	s	"Si no tuviera tareas para hacer,"	"Si no tuviera tareas para hacer,"	"Si no tuviera tareas para hacer, habría ido a un"	correct	"Si no tuviera tareas para hacer, habría ido a un circo que estaba al lado."	15	neut	64	64	64	64	0	64	0	1
8	FALSE	797	15	1679	Down	.	¿Escribo una carta a mis padres?	.	1	.	.	.	.	.	.	.	.	.	0	f	Down	n	.	0	Spa	2	s	.	.	.	correct	"Cuando tengo tiempo, escribo una carta a mis abuelos para enviársela."	.	.	.	0	0	0	.	0	0	0
8	FALSE	882	16	2762	Down	n	¿Ocurrió esto cuando volvió del lago?	from	16	4	from	16	4	3	3	hay	38	3	8	e	Down	n	"Cuando regresó from the farm, he had hay"	7	CS	2	s	Cuando regresó	Cuando regresó	"Cuando regresó from the farm, he had"	correct	"Cuando regresó from the farm, he had hay all over his pants."	12	neut	0	232	232	872	640	697	1	1
8	FALSE	905	17	1395	Down	.	¿Su padre durmió anoche?	.	1	.	.	.	.	.	.	.	.	.	0	f	Down	n	.	0	Spa	2	s	.	.	.	correct	Mi padre no pudo dormir anoche porque el perro del vecino ladró toda la noche.	.	.	.	0	0	0	.	0	0	0
8	FALSE	899	18	1314	Up	.	¿Tiene Olivia 20 años de experiencia?	.	1	.	.	.	.	.	.	.	.	.	0	f	Up	y	.	0	Spa	2	s	.	.	.	correct	"Aunque entró en un grupo de médicos recientemente, Olivia es muy calificada y tiene veinte años de experiencia."	.	.	.	0	0	0	.	0	0	0
8	FALSE	788	19	3189	Down	.	¿Se detiene el camión una vez?	.	1	.	.	.	.	.	.	.	.	.	0	f	Down	n	.	0	Spa	2	s	.	.	.	correct	"Cada miércoles, el camión blindado pasa por el pueblo y hace varias paradas."	.	.	.	0	0	0	.	0	0	0
8	FALSE	979	20	1300	Down	.	¿Fue su culpa?	.	1	.	.	.	.	.	.	.	.	.	0	f	Down	n	.	0	Spa	2	s	.	.	.	correct	"Mi prima Camila, la bombera, se lastimó porque su uniforme protector falló."	.	.	.	0	0	0	.	0	0	0
8	FALSE	934	21	6356	Down	y	¿Estaba la venta en una tienda grande?	que	17	3	de que	14	6	4	5	cafeteras	28	9	7	e	Up	y	Me di cuenta de que tenían cafeteras	33	Spa	2	s	Me di cuenta de	Me di cuenta	Me di cuenta de que tenían	incorrect	Me di cuenta de que tenían cafeteras a la venta en esa gran tienda.	14	neut	0	226	226	731	505	849	1	1
8	FALSE	1126	22	3436	Up	n	¿Se lastimó el invierno pasado?	she	19	3	she	19	3	4	4	clitoris	32	8	7	e	Down	n	"El verano pasado, she hurt her clitoris"	8	CS	2	s	"El verano pasado,"	"El verano pasado,"	"El verano pasado, she hurt her"	incorrect	"El verano pasado, she hurt her clitoris trying to get on a horse."	13	taboo	0	328	515	515	0	1050	0	1
8	FALSE	885	23	2290	Down	n	¿La persona lo vio en el armario?	we	14	2	we	14	2	4	4	quarter	44	7	11	e	Down	n	"En el hostal we were staying at, I found a quarter"	19	CS	2	s	En el hostal	En el hostal	"En el hostal we were staying at, I found a"	correct	"En el hostal we were staying at, I found a quarter on the bed sheet."	15	neut	160	160	160	160	0	515	0	1
8	FALSE	858	24	1664	Up	.	¿Hubo una fiesta de disfraces?	.	1	.	.	.	.	.	.	.	.	.	0	f	Up	y	.	0	Spa	2	s	.	.	.	correct	En la fiesta de disfraces el disfrace más popular era el de la bruja.	.	.	.	0	0	0	.	0	0	0
8	FALSE	960	25	2136	Up	.	¿Estuvieron enfermos la primera noche?	.	1	.	.	.	.	.	.	.	.	.	0	f	Up	y	.	0	Spa	2	s	.	.	.	correct	Los aventureros estaban todos enfermos en la primera noche de la excursión.	.	.	.	0	0	0	.	0	0	0
8	FALSE	897	26	1623	Up	.	¿Están sus primos satisfechos?	.	1	.	.	.	.	.	.	.	.	.	0	f	Up	y	.	0	Spa	2	s	.	.	.	correct	Mi tia dice que mis primos están disfrutando del crucero que los llevó a México.	.	.	.	0	0	0	.	0	0	0
8	FALSE	872	27	2095	Up	.	¿Fue la pianista profesional?	.	1	.	.	.	.	.	.	.	.	.	0	f	Up	y	.	0	Spa	2	s	.	.	.	correct	La pianista no se encogió cuando sonó el móvil de un miembro del público.	.	.	.	0	0	0	.	0	0	0
8	FALSE	986	28	1972	Up	.	¿Critica el mundo a los actores?	.	1	.	.	.	.	.	.	.	.	.	0	f	Up	y	.	0	Spa	2	s	.	.	.	correct	Cada actor tendrá que superar la crítica del mundo para convertirse en una estrella.	.	.	.	0	0	0	.	0	0	0
8	FALSE	905	29	1486	Up	.	¿Es el amigo de su padre rico?	.	1	.	.	.	.	.	.	.	.	.	0	f	Up	y	.	0	Spa	2	s	.	.	.	correct	Es obvio que el amigo de mi padre gana mucho dinero.	.	.	.	0	0	0	.	0	0	0
8	FALSE	885	30	1630	Down	.	¿Su clase de matemáticas está alli?	.	1	.	.	.	.	.	.	.	.	.	0	f	Up	y	.	0	Spa	2	s	.	.	.	incorrect	Todas mis clases de ciencias están en este edificio.	.	.	.	0	0	0	.	0	0	0
8	FALSE	768	31	6538	Down	n	¿Es el producto para la piel?	de	15	2	de	15	2	4	4	escalpo	42	7	10	e	Up	y	Vi un anuncio de una nueva crema para el escalpo	3	Spa	2	s	Vi un anuncio	Vi un anuncio	Vi un anuncio de una nueva crema para el	incorrect	Vi un anuncio de una nueva crema para el escalpo para que no pique.	14	neut	0	121	356	356	0	356	0	1
8	FALSE	872	32	1605	Up	.	¿Tienen contadores dinero?	.	1	.	.	.	.	.	.	.	.	.	0	f	Up	y	.	0	Spa	2	s	.	.	.	correct	La contabilidad no es una carrera emocionante pero definitivamente es una posición muy rentable.	.	.	.	0	0	0	.	0	0	0
8	FALSE	928	33	4555	Up	.	¿Son las vecinas?	.	1	.	.	.	.	.	.	.	.	.	0	f	Down	n	.	0	Spa	2	s	.	.	.	incorrect	Las dos han sido mejores amigas desde la infancia aunque viven lejos.	.	.	.	0	0	0	.	0	0	0
8	FALSE	1084	34	1770	Up	n	¿Lo oí ayer?	oí	8	2	oí	8	2	2	2	pedo	14	4	4	e	Up	y	Anoche oí un pedo	4	Spa	2	s	Anoche	Anoche	Anoche oí un	correct	Anoche oí un pedo del apartamento de mi vecino.	9	taboo	0	90	90	958	868	356	1	1
8	FALSE	1062	35	3268	Up	n	¿Fueron a una cita?	that	10	4	that	10	4	3	3	belly	24	5	7	e	Up	y	No sabía that he had a belly	43	CS	2	s	No sabía	No sabía	No sabía that he had a	correct	No sabía that he had a belly that big until we went on a date.	15	neut	259	259	259	259	0	259	0	1
8	FALSE	1075	36	1711	Up	.	¿Quiere inscribirse su amigo en un programa de medicina?	.	1	.	.	.	.	.	.	.	.	.	0	f	Up	y	.	0	Spa	2	s	.	.	.	correct	"Antes de solicitar a programas de medicina, mi amigo pidío consejo de otros médicos."	.	.	.	0	0	0	.	0	0	0
8	FALSE	1101	37	3216	Up	n	¿La mamá de María lo encontró en el espacio privado de María?	found	18	5	found	18	5	5	5	cigarette	26	9	7	e	Up	y	La mamá de María found a cigarette	25	CS	2	s	La mamá de María	La mamá de María	La mamá de María found a	correct	La mamá de María found a cigarette in her room.	10	neut	184	184	184	411	227	184	1	1
8	FALSE	885	38	1960	Down	.	¿Estaba ella corriendo?	.	1	.	.	.	.	.	.	.	.	.	0	f	Up	y	.	0	Spa	2	s	.	.	.	incorrect	Mientras caminaba esta mañana la vi corriendo por el parque.	.	.	.	0	0	0	.	0	0	0
8	FALSE	908	39	1392	Up	.	¿Las rosas se marchitaron rápido?	.	1	.	.	.	.	.	.	.	.	.	0	f	Up	y	.	0	Spa	2	s	.	.	.	correct	"Aunque parecían vibrantes en la tienda, las rosas se marchitaron después de un día."	.	.	.	0	0	0	.	0	0	0
8	FALSE	1016	40	2527	Down	.	¿Todos los pintores se hacen famosos durante su vida?	.	1	.	.	.	.	.	.	.	.	.	0	f	Down	n	.	0	Spa	2	s	.	.	.	correct	Hay una comunidad de pintores que no alcanzan la fama durante la vida.	.	.	.	0	0	0	.	0	0	0
8	FALSE	903	41	1590	Up	.	¿En nochevieja compramos alcohol?	.	1	.	.	.	.	.	.	.	.	.	0	f	Up	y	.	0	Spa	2	s	.	.	.	correct	En nochevieja compramos mucha bebida pero no nos la bebimos toda.	.	.	.	0	0	0	.	0	0	0
8	FALSE	1025	42	1765	Up	n	¿Estaban junto a la nevera?	talking	8	7	talking	8	7	3	3	pornography	22	11	5	e	Up	y	Los oí talking about pornography	26	CS	2	s	Los oí	Los oí	Los oí talking about	correct	Los oí talking about pornography by the refrigerator.	8	taboo	0	159	159	422	263	678	1	1
8	FALSE	1052	43	5306	Down	.	¿Su abuelo paterno se retira en diez años?	.	1	.	.	.	.	.	.	.	.	.	0	f	Down	n	.	0	Spa	2	s	.	.	.	correct	Mi abuelo paterno se retira en un par de años.	.	.	.	0	0	0	.	0	0	0
8	FALSE	1034	44	1244	Down	.	¿El dueño estaba satisfecho?	.	1	.	.	.	.	.	.	.	.	.	0	f	Down	n	.	0	Spa	2	s	.	.	.	correct	El dueño estaba furioso cuando los manifestantes se detuvieron en frente de la tienda.	.	.	.	0	0	0	.	0	0	0
8	FALSE	858	45	1398	Down	.	¿Reprobó el examen Valeria?	.	1	.	.	.	.	.	.	.	.	.	0	f	Down	n	.	0	Spa	2	s	.	.	.	correct	Valeria trabaja duro y por eso se pone orgullosa al recibir la mejor nota en el examen.	.	.	.	0	0	0	.	0	0	0
8	FALSE	781	46	4573	Up	.	¿Quiere Isa incrementar su salario?	.	1	.	.	.	.	.	.	.	.	.	0	f	Up	y	.	0	Spa	2	s	.	.	.	correct	"Durante la última reunión de jefes de la compañía, Isa sacó el tema del incremento de su salario."	.	.	.	0	0	0	.	0	0	0
8	FALSE	861	47	1307	Up	.	¿Pedro estaba satisfecho?	.	1	.	.	.	.	.	.	.	.	.	0	f	Up	y	.	0	Spa	2	s	.	.	.	correct	"Cuando fue el cumpleaños de Pedro, todo lo que pidió se lo regalaron."	.	.	.	0	0	0	.	0	0	0
8	FALSE	976	48	1073	Down	n	¿Estaban tranquilos?	y	15	1	y	15	1	3	3	Güey	28	4	5	e	Down	n	Se detuvieron y gritaron: Güey	21	Spa	2	s	Se detuvieron	Se detuvieron	Se detuvieron y gritaron:	correct	"Se detuvieron y gritaron: ""Güey, aléjate del camino"" ""."""	8	neut	0	162	450	450	0	960	0	1
8	FALSE	823	49	2483	Up	.	¿Su primo mayor se va al África?	.	1	.	.	.	.	.	.	.	.	.	0	f	Down	n	.	0	Spa	2	s	.	.	.	incorrect	Mi primo menor se va a África a finales de enero.	.	.	.	0	0	0	.	0	0	0
