"","part_item","RECORDING_SESSION_LABEL.x","word_order","use_rating","exposure_rating","offensiveness_rating","taboo_rating","valence_rating","arousal_rating","imagery_rating","critical_word","taboo_status.x","item_num.x","list.x","RECORDING_SESSION_LABEL.y","CURRENT_FIX_ADJUSTED","CURRENT_FIX_PUPIL","TRIAL_INDEX","button_RT","button_pressed","combined_cs_status","comp_q","cs_word","cs_word_char_position","cs_word_length","cs_word_or_combo","cs_word_or_combo_char_position","cs_word_or_combo_length","cs_word_or_combo_word_position","cs_word_word_position","cword","cword_char_position","cword_length","cword_word_position","e_status","exp_button","exp_response","frame_cword_space","item_num.y","lang","list.y","p_status","pre_cs_word_frame_space","pre_cs_word_or_combo_space","pre_cword_frame_space","response_accuracy","sent","sent_length_words","taboo_status.y","SINGLE_FIXATION_DURATION","FIRST_FIXATION_DURATION","GAZE_DURATION","REGRESSION_PATH_DURATION","REREADING_DURATION","TOTAL_DURATION","FIRST_PASS_REGRESSION","FIRST_PAST_FIXATION","Lang_order","DELE","MELICET","dominance","dom_cat","MeanTD","MeanGD","MeanFFD","sdTD","sdGD","sdFFD","seTD","seGD","seFFD"
"352","21_43",21,31,1,1,1,9,4,1,7,"cock","taboo",43,3,21,FALSE,991,24,1033,"Up","n","Did they go on a date?","that",15,4,"that",15,4,4,4,"cock",29,4,8,"e","Up","y","I didnÆt know that he had a cock",43,"Eng",3,"s","I didnÆt know","I didnÆt know","I didnÆt know that he had a","correct","I didnÆt know that he had a cock that big until we went on a date.",16,"taboo",0,204,637,637,0,637,"0",1,"E1_SCS2",39,47,0.829787234,"High Sp Dom",408.3956044,298.2967033,245.021978,245.8860567,142.9286142,89.44308905,173.8676981,101.0657924,63.2458148
"353","21_44",21,15,5,9,1,2,5,3,9,"tooth","neut",44,3,21,FALSE,944,34,1727,"Down","y","¿Lo encontraron en una fuente?","found",34,5,"they found",29,10,6,7,"tooth",42,5,9,"e","Down","n","A principio de este verano, they found a tooth",44,"CS",3,"s","A principio de este verano, they","A principio de este verano,","A principio de este verano, they found a","correct","A principio de este verano, they found a tooth in the showers at the waterpark.",15,"neut",196,196,196,196,0,196,"0",1,"E1_SCS2",39,47,0.829787234,"High Sp Dom",394.1785714,272.9642857,231.797619,238.7911403,118.8763098,77.67398345,168.8508346,84.05824475,54.92380042
"354","21_48",21,32,6,9,1,1,5,3,9,"airplane","neut",48,3,21,FALSE,998,49,3142,"Down","n","Did he get out of the car?","and",28,3,"and",28,3,7,7,"airplane",49,8,10,"e","Down","n","He got out of the building and started yelling \airplane\""""",48,"Eng",3,"s","He got out of the building","He got out of the building","He got out of the building and started yelling","correct","He got out of the building and started yelling \airplane\"" in the middle of a busy street.""",17,"neut",0,183,311,311,0,311,"0",1,"E1_SCS2",39,47,0.829787234,"High Sp Dom",368.0549451,259.5384615,224.3076923,221.9729394,136.1135398,93.80744963,156.9585707,96.24680703,66.33188376
"355","21_7",21,19,9,9,1,5,5,1,9,"shit","taboo",7,3,21,FALSE,970,23,1429,"Down","n","Did this happen when he returned from the lake?","from",18,4,"from",18,4,4,4,"shit",40,4,9,"e","Down","n","When he returned from the farm, he had shit",7,"Eng",3,"s","When he returned","When he returned","When he returned from the farm, he had","correct","When he returned from the farm, he had shit all over his pants.",13,"taboo",365,365,365,365,0,365,"0",1,"E1_SCS2",39,47,0.829787234,"High Sp Dom",408.3956044,298.2967033,245.021978,245.8860567,142.9286142,89.44308905,173.8676981,101.0657924,63.2458148
"356","21_8",21,3,6,5,1,1,5,1,9,"thumb","neut",8,3,21,FALSE,850,56,1790,"Down","n","¿Se lastimó el invierno pasado?","she",19,3,"she",19,3,4,4,"thumb",32,5,7,"e","Down","n","El verano pasado, she hurt her thumb",8,"CS",3,"s","El verano pasado,","El verano pasado,","El verano pasado, she hurt her","correct","El verano pasado, she hurt her thumb trying to get on a horse.",13,"neut",337,337,337,432,95,337,"1",1,"E1_SCS2",39,47,0.829787234,"High Sp Dom",394.1785714,272.9642857,231.797619,238.7911403,118.8763098,77.67398345,168.8508346,84.05824475,54.92380042
"357","22_1",22,17,4,4,1,5,5,1,3,"stiff","neut",1,4,22,FALSE,489,21,2876,"Up","n","Did this happen after the training?","was",16,3,"was",16,3,3,3,"stiff",25,5,5,"e","Up","y","His girlfriend was very stiff",1,"Eng",4,"s","His girlfriend","His girlfriend","His girlfriend was very","correct","His girlfriend was very stiff after her usual workout in the morning.",12,"neut",166,166,166,166,0,454,"0",1,"E1_SCS2",28,48,0.583333333,"Low Sp Dom",418.2574257,250.5544554,223.990099,226.9578663,99.36060338,74.44910947,160.4834463,70.25855644,52.64347016
"358","22_10",22,4,5,4,1,7,3,3,9,"balls","taboo",10,4,22,FALSE,580,90,1399,"Up","n","¿Tenía pecas?","that",18,4,"that",18,4,5,5,"balls",50,5,12,"e","Up","y","Mi amigo me dijo that he has had freckles on his balls",10,"CS",4,"s","Mi amigo me dijo","Mi amigo me dijo","Mi amigo me dijo that he has had freckles on his","correct","Mi amigo me dijo that he has had freckles on his balls since he was a child.",17,"taboo",193,193,193,193,0,193,"0",1,"E1_SCS2",28,48,0.583333333,"Low Sp Dom",394.5471698,294.9528302,244.254717,221.788837,137.9189121,91.91870749,156.8283907,97.52339803,64.99634139
"359","22_14",22,22,2,2,1,7,5,2,9,"nipple","taboo",14,4,22,FALSE,524,32,1583,"Up","n","Did her baby hurt her?","bit",10,3,"bit",10,3,3,3,"nipple",18,6,5,"e","Up","y","Her baby bit her nipple",14,"Eng",4,"s","Her baby","Her baby","Her baby bit her","correct","Her baby bit her nipple and drew blood.",8,"taboo",142,142,142,142,0,142,"0",1,"E1_SCS2",28,48,0.583333333,"Low Sp Dom",466.9578947,260.2105263,224.4210526,291.0145465,126.5782825,65.40814234,205.7783593,89.50436188,46.25054099
"360","22_15",22,5,7,5,1,2,5,1,9,"arm","neut",15,4,22,FALSE,573,9,2626,"Down","n","¿Ha estado la marca allí durante una semana?","big",10,3,"big",10,3,3,3,"arm",25,3,7,"e","Down","n","Tengo un big mark on my arm",15,"CS",4,"s","Tengo un","Tengo un","Tengo un big mark on my","correct","Tengo un big mark on my arm from yesterday's party.",10,"neut",172,172,172,172,0,172,"0",1,"E1_SCS2",28,48,0.583333333,"Low Sp Dom",419.3125,267.6979167,216.5833333,275.2651664,135.9386951,61.15926864,194.6418658,96.12317316,43.24613359
"361","22_16",22,6,5,5,1,9,1,4,9,"dick","taboo",16,4,22,FALSE,595,78,1730,"Up","n","¿El hombre hizo esto en público?","showed",11,6,"showed",11,6,3,3,"dick",26,4,6,"e","Up","y","Un hombre showed her his dick",16,"CS",4,"s","Un hombre","Un hombre","Un hombre showed her his","correct","Un hombre showed her his dick in the street.",9,"taboo",170,170,170,170,0,170,"0",1,"E1_SCS2",28,48,0.583333333,"Low Sp Dom",394.5471698,294.9528302,244.254717,221.788837,137.9189121,91.91870749,156.8283907,97.52339803,64.99634139
"362","22_22",22,8,2,3,1,8,2,1,9,"diarrhea","taboo",22,4,22,FALSE,513,37,5993,"Up","n","¿Se le impidió ir a un viaje de negocios?","said",9,4,"said",9,4,3,3,"diarrhea",19,8,5,"e","Down","n","Su mamá said that diarrhea",22,"CS",4,"s","Su mamá","Su mamá","Su mamá said that","incorrect","Su mamá said that diarrhea prevented him from going to the trip.",12,"taboo",161,161,161,161,0,253,"0",1,"E1_SCS2",28,48,0.583333333,"Low Sp Dom",394.5471698,294.9528302,244.254717,221.788837,137.9189121,91.91870749,156.8283907,97.52339803,64.99634139
"363","22_25",22,25,3,5,1,7,3,1,9,"cigarette","neut",25,4,22,FALSE,493,34,2361,"Up","n","Did Maria's mom find it in Maria's private space?","found",13,5,"found",13,5,3,3,"cigarette",21,9,5,"e","Up","y","Maria's mom found a cigarette",25,"Eng",4,"s","Maria's mom","Maria's mom","Maria's mom found a","correct","Maria's mom found a cigarette in her room.",8,"neut",158,158,158,158,0,324,"0",1,"E1_SCS2",28,48,0.583333333,"Low Sp Dom",418.2574257,250.5544554,223.990099,226.9578663,99.36060338,74.44910947,160.4834463,70.25855644,52.64347016
"364","22_26",22,26,3,1,1,9,2,2,9,"pornography","taboo",26,4,22,FALSE,500,46,1621,"Up","n","Were they by the refrigerator?","talking",14,7,"talking",14,7,4,4,"pornography",28,11,6,"e","Up","y","I heard them talking about pornography",26,"Eng",4,"s","I heard them","I heard them","I heard them talking about","correct","I heard them talking about pornography by the refrigerator.",9,"taboo",328,328,328,328,0,341,"0",1,"E1_SCS2",28,48,0.583333333,"Low Sp Dom",466.9578947,260.2105263,224.4210526,291.0145465,126.5782825,65.40814234,205.7783593,89.50436188,46.25054099
"365","22_27",22,9,7,8,1,2,5,1,9,"boss","neut",27,4,22,FALSE,520,27,2069,"Down","n","¿Alguien escribió en la pared al lado de la iglesia?","somebody",15,8,"somebody",15,8,4,4,"boss",31,4,6,"e","Down","n","El año pasado somebody wrote \boss\""""",27,"CS",4,"s","El año pasado","El año pasado","El año pasado somebody wrote","correct","El año pasado somebody wrote \boss\"" on the wall next to the bank.""",13,"neut",178,178,178,178,0,363,"0",1,"E1_SCS2",28,48,0.583333333,"Low Sp Dom",419.3125,267.6979167,216.5833333,275.2651664,135.9386951,61.15926864,194.6418658,96.12317316,43.24613359
"366","22_28",22,10,4,5,1,8,5,1,9,"tampon","taboo",28,4,22,FALSE,567,41,2747,"Down","n","¿Ocurrió esto después del gimnasio?","she",24,3,"she",24,3,5,5,"tampon",43,6,9,"e","Down","n","Después de la reunión, she leaned and her tampon",28,"CS",4,"s","Después de la reunión,","Después de la reunión,","Después de la reunión, she leaned and her","correct","Después de la reunión, she leaned and her tampon fell out of her bag.",14,"taboo",388,388,388,388,0,405,"0",1,"E1_SCS2",28,48,0.583333333,"Low Sp Dom",394.5471698,294.9528302,244.254717,221.788837,137.9189121,91.91870749,156.8283907,97.52339803,64.99634139
"367","22_33",22,11,8,7,1,3,5,1,9,"coffee pots","neut",33,4,22,FALSE,525,12,3333,"Up","n","¿Estaba la venta en una tienda grande?","that",14,4,"that",14,4,4,4,"coffee pots",28,11,7,"e","Up","y","Me di cuenta that they had coffee pots",33,"CS",4,"s","Me di cuenta","Me di cuenta","Me di cuenta that they had","correct","Me di cuenta that they had coffee pots on sale in that big store.",14,"neut",181,181,181,181,0,181,"0",1,"E1_SCS2",28,48,0.583333333,"Low Sp Dom",419.3125,267.6979167,216.5833333,275.2651664,135.9386951,61.15926864,194.6418658,96.12317316,43.24613359
"368","22_34",22,12,5,5,1,9,2,3,9,"blowjobs","taboo",34,4,22,FALSE,550,98,3816,"Down","n","¿Leyó el consejos en línea?","some",10,4,"some",10,4,3,3,"blowjobs",32,8,7,"e","Up","y","He leído some advice on giving blowjobs",34,"CS",4,"s","He leído","He leído","He leído some advice on giving","incorrect","He leído some advice on giving blowjobs on the internet.",10,"taboo",191,191,191,191,0,191,"0",1,"E1_SCS2",28,48,0.583333333,"Low Sp Dom",394.5471698,294.9528302,244.254717,221.788837,137.9189121,91.91870749,156.8283907,97.52339803,64.99634139
"369","22_38",22,30,3,2,1,9,6,3,8,"orgasm","taboo",38,4,22,FALSE,488,40,1497,"Down","n","Did this happen in the morning?","the other",17,9,"the other",17,9,5,5,"orgasm",43,6,11,"e","Down","n","When I got home the other night, I had an orgasm",38,"Eng",4,"s","When I got home","When I got home","When I got home the other night, I had an","correct","When I got home the other night, I had an orgasm on the couch.",14,"taboo",173,173,173,173,0,303,"0",1,"E1_SCS2",28,48,0.583333333,"Low Sp Dom",466.9578947,260.2105263,224.4210526,291.0145465,126.5782825,65.40814234,205.7783593,89.50436188,46.25054099
"370","22_40",22,14,4,2,1,9,5,2,9,"lubricant","taboo",40,4,22,FALSE,551,97,1244,"Down","y","¿Lo estaban vendiendo?","saw",36,3,"I saw",34,5,6,7,"lubricant",66,9,13,"e","Down","n","Mientras caminaba por el campus, I saw that they were giving out lubricant",40,"CS",4,"s","Mientras caminaba por el campus, I","Mientras caminaba por el campus,","Mientras caminaba por el campus, I saw that they were giving out","correct","Mientras caminaba por el campus, I saw that they were giving out lubricant to students in the courtyard.",18,"taboo",282,282,282,282,0,282,"0",1,"E1_SCS2",28,48,0.583333333,"Low Sp Dom",394.5471698,294.9528302,244.254717,221.788837,137.9189121,91.91870749,156.8283907,97.52339803,64.99634139
"371","22_43",22,31,1,1,1,5,5,1,9,"belly","neut",43,4,22,FALSE,488,50,1109,"Up","n","Did they go on a date?","that",15,4,"that",15,4,4,4,"belly",29,5,8,"e","Up","y","I didnÆt know that he had a belly",43,"Eng",4,"s","I didnÆt know","I didnÆt know","I didnÆt know that he had a","correct","I didnÆt know that he had a belly that big until we went on a date.",16,"neut",189,189,189,189,0,189,"0",1,"E1_SCS2",28,48,0.583333333,"Low Sp Dom",418.2574257,250.5544554,223.990099,226.9578663,99.36060338,74.44910947,160.4834463,70.25855644,52.64347016
"372","22_45",22,15,3,4,1,5,5,1,8,"calf","neut",45,4,22,FALSE,563,47,2402,"Up","y","¿Estaba la persona adolorida después del trabajo?","massaged",30,8,"he massaged",27,11,5,6,"calf",42,4,8,"e","Up","y","Cuando volví del trabajo, he massaged my calf",45,"CS",4,"s","Cuando volví del trabajo, he","Cuando volví del trabajo,","Cuando volví del trabajo, he massaged my","correct","Cuando volví del trabajo, he massaged my calf before we went to bed.",13,"neut",218,218,218,218,0,218,"0",1,"E1_SCS2",28,48,0.583333333,"Low Sp Dom",419.3125,267.6979167,216.5833333,275.2651664,135.9386951,61.15926864,194.6418658,96.12317316,43.24613359
"373","22_46",22,16,2,2,1,9,5,2,7,"sperm","taboo",46,4,22,FALSE,569,89,2062,"Down","y","¿Era rico después de la universidad?","donated",31,7,"he donated",28,10,5,6,"sperm",39,5,7,"e","Down","n","Después de la universidad, he donated sperm",46,"CS",4,"s","Después de la universidad, he","Después de la universidad,","Después de la universidad, he donated","correct","Después de la universidad, he donated sperm to make some extra cash.",12,"taboo",212,212,212,393,181,212,"1",1,"E1_SCS2",28,48,0.583333333,"Low Sp Dom",394.5471698,294.9528302,244.254717,221.788837,137.9189121,91.91870749,156.8283907,97.52339803,64.99634139
"374","22_7",22,19,2,4,1,5,5,1,7,"hay","neut",7,4,22,FALSE,475,33,1317,"Down","n","Did this happen when he returned from the lake?","from",18,4,"from",18,4,4,4,"hay",40,3,9,"e","Down","n","When he returned from the farm, he had hay",7,"Eng",4,"s","When he returned","When he returned","When he returned from the farm, he had","correct","When he returned from the farm, he had hay all over his pants.",13,"neut",187,187,187,187,0,366,"0",1,"E1_SCS2",28,48,0.583333333,"Low Sp Dom",418.2574257,250.5544554,223.990099,226.9578663,99.36060338,74.44910947,160.4834463,70.25855644,52.64347016
"375","22_8",22,20,3,2,1,9,5,3,9,"clitoris","taboo",8,4,22,FALSE,526,38,1481,"Down","n","Did she get hurt last winter?","she",14,3,"she",14,3,3,3,"clitoris",27,8,6,"e","Down","n","Last summer, she hurt her clitoris",8,"Eng",4,"s","Last summer,","Last summer,","Last summer, she hurt her","correct","Last summer, she hurt her clitoris trying to get on a horse.",12,"taboo",159,159,159,159,0,159,"0",1,"E1_SCS2",28,48,0.583333333,"Low Sp Dom",466.9578947,260.2105263,224.4210526,291.0145465,126.5782825,65.40814234,205.7783593,89.50436188,46.25054099
"376","24_12",24,4,2,2,2,5,5,6,5,"butthole","taboo",12,6,24,FALSE,557,58,3870,"Down","y","¿La persona vio la imagen en su computadora?","picture",11,7,"a picture",9,9,3,4,"butthole",24,8,7,"e","Down","n","Ayer vi a picture of a butthole",12,"CS",6,"s","Ayer vi a","Ayer vi","Ayer vi a picture of a","correct","Ayer vi a picture of a butthole in my cousin's phone.",11,"taboo",599,599,599,599,0,672,"0",1,"SCS2_E1",32,37,0.864864865,"High Sp Dom",487.7228916,303.8795181,254.4819277,305.6617896,157.5583823,107.3017584,216.1355241,111.4106006,75.87380099
"377","24_15",24,21,8,8,1,1,5,5,9,"arm","neut",15,6,24,FALSE,424,51,3954,"Down","n","Has the mark been there for a week?","big",10,3,"big",10,3,4,4,"arm",25,3,8,"e","Down","n","I have a big mark on my arm",15,"Eng",6,"s","I have a","I have a","I have a big mark on my","correct","I have a big mark on my arm from yesterday's party.",11,"neut",315,315,315,315,0,315,"0",1,"SCS2_E1",32,37,0.864864865,"High Sp Dom",368.0549451,259.5384615,224.3076923,221.9729394,136.1135398,93.80744963,156.9585707,96.24680703,66.33188376
"378","24_21",24,23,8,8,1,1,9,5,5,"Dude","neut",21,6,24,FALSE,469,45,4388,"Down","n","Were they calm?","and",14,3,"and",14,3,3,3,"Dude",28,4,5,"e","Down","n","They stopped and shouted: \Dude""",21,"Eng",6,"s","They stopped","They stopped","They stopped and shouted:","correct","They stopped and shouted: \Dude, move out of the way\"" \"".\""""",10,"neut",254,254,254,254,0,254,"0",1,"SCS2_E1",32,37,0.864864865,"High Sp Dom",368.0549451,259.5384615,224.3076923,221.9729394,136.1135398,93.80744963,156.9585707,96.24680703,66.33188376
"379","24_22",24,24,5,2,1,2,5,6,4,"diarrhea","taboo",22,6,24,FALSE,375,25,3218,"Up","n","Was he prevented from going on a business trip?","said",9,4,"said",9,4,3,3,"diarrhea",19,8,5,"e","Down","n","His mom said that diarrhea",22,"Eng",6,"s","His mom","His mom","His mom said that","incorrect","His mom said that diarrhea prevented him from going to the trip.",12,"taboo",0,356,490,490,0,490,"0",1,"SCS2_E1",32,37,0.864864865,"High Sp Dom",408.3956044,298.2967033,245.021978,245.8860567,142.9286142,89.44308905,173.8676981,101.0657924,63.2458148
"380","24_23",24,7,2,7,1,1,5,5,6,"muscle","neut",23,6,24,FALSE,536,13,2734,"Up","n","¿Carlos dio la vuelta?","she",30,3,"she",30,3,6,6,"muscle",48,6,10,"e","Up","y","Cuando Carlos dio la vuelta, she could see his muscle",23,"CS",6,"s","Cuando Carlos dio la vuelta,","Cuando Carlos dio la vuelta,","Cuando Carlos dio la vuelta, she could see his","correct","Cuando Carlos dio la vuelta, she could see his muscle through his clothes.",13,"neut",155,155,155,155,0,155,"0",1,"SCS2_E1",32,37,0.864864865,"High Sp Dom",394.1785714,272.9642857,231.797619,238.7911403,118.8763098,77.67398345,168.8508346,84.05824475,54.92380042
"381","24_27",24,25,7,9,1,1,7,5,3,"boss","neut",27,6,24,FALSE,429,40,3119,"Down","n","Did somebody write on the wall next to the church?","somebody",11,8,"somebody",11,8,3,3,"boss",27,4,5,"e","Down","n","Last year somebody wrote \boss\""""",27,"Eng",6,"s","Last year","Last year","Last year somebody wrote","correct","Last year somebody wrote \boss\"" on the wall next to the bank.""",12,"neut",184,184,184,184,0,184,"0",1,"SCS2_E1",32,37,0.864864865,"High Sp Dom",368.0549451,259.5384615,224.3076923,221.9729394,136.1135398,93.80744963,156.9585707,96.24680703,66.33188376
"382","24_29",24,9,2,2,1,1,7,5,3,"agriculture","neut",29,6,24,FALSE,472,97,2886,"Up","n","¿Hablaban las tías tomando café?","were",10,4,"were",10,4,3,3,"agriculture",30,11,6,"e","Up","y","Mis tías were chatting about agriculture",29,"CS",6,"s","Mis tías","Mis tías","Mis tías were chatting about","correct","Mis tías were chatting about agriculture while having coffee yesterday.",11,"neut",0,219,360,360,0,360,"0",1,"SCS2_E1",32,37,0.864864865,"High Sp Dom",394.1785714,272.9642857,231.797619,238.7911403,118.8763098,77.67398345,168.8508346,84.05824475,54.92380042
"383","24_3",24,17,2,8,1,1,5,5,8,"scalp","neut",3,6,24,FALSE,424,43,2072,"Down","n","Is the product for the skin?","for",13,3,"for",13,3,5,5,"scalp",37,5,11,"e","Up","y","I saw an ad for a new cream for the scalp",3,"Eng",6,"s","I saw an ad","I saw an ad","I saw an ad for a new cream for the","incorrect","I saw an ad for a new cream for the scalp so that it doesn't itch.",16,"neut",155,155,155,450,295,155,"1",1,"SCS2_E1",32,37,0.864864865,"High Sp Dom",368.0549451,259.5384615,224.3076923,221.9729394,136.1135398,93.80744963,156.9585707,96.24680703,66.33188376
"384","24_30",24,10,2,2,1,5,5,7,2,"syphilis","taboo",30,6,24,FALSE,448,20,8759,"Up","n","¿Estaba en una relación cuando la recibió?","gave",13,4,"gave",13,4,4,4,"syphilis",22,8,6,"e","Up","y","Su ex novia gave him syphilis",30,"CS",6,"s","Su ex novia","Su ex novia","Su ex novia gave him","correct","Su ex novia gave him syphilis in college.",8,"taboo",259,259,259,259,0,259,"0",1,"SCS2_E1",32,37,0.864864865,"High Sp Dom",487.7228916,303.8795181,254.4819277,305.6617896,157.5583823,107.3017584,216.1355241,111.4106006,75.87380099
"385","24_33",24,27,7,8,1,1,5,5,8,"coffee pots","neut",33,6,24,FALSE,339,28,1808,"Up","n","Was the sale in a big store?","that",11,4,"that",11,4,3,3,"coffee pots",25,11,6,"e","Up","y","I noticed that they had coffee pots",33,"Eng",6,"s","I noticed","I noticed","I noticed that they had","correct","I noticed that they had coffee pots on sale in that big store.",13,"neut",0,23,389,389,0,982,"0",1,"SCS2_E1",32,37,0.864864865,"High Sp Dom",368.0549451,259.5384615,224.3076923,221.9729394,136.1135398,93.80744963,156.9585707,96.24680703,66.33188376
"386","24_34",24,28,5,5,1,5,5,7,6,"blowjobs","taboo",34,6,24,FALSE,417,19,1880,"Up","n","Did she read advice online?","some",11,4,"some",11,4,3,3,"blowjobs",33,8,7,"e","Up","y","I've read some advice on giving blowjobs",34,"Eng",6,"s","I've read","I've read","I've read some advice on giving","correct","I've read some advice on giving blowjobs on the internet.",10,"taboo",126,126,126,126,0,126,"0",1,"SCS2_E1",32,37,0.864864865,"High Sp Dom",408.3956044,298.2967033,245.021978,245.8860567,142.9286142,89.44308905,173.8676981,101.0657924,63.2458148
"387","24_35",24,11,2,2,1,1,5,5,2,"dynamic","neut",35,6,24,FALSE,508,51,3928,"Up","n","¿Vieron la película la semana pasada?","last",23,4,"last",23,4,5,5,"dynamic",40,7,8,"e","Up","y","La película que vimos last weekend was dynamic",35,"CS",6,"s","La película que vimos","La película que vimos","La película que vimos last weekend was","correct","La película que vimos last weekend was dynamic from beginning to end.",12,"neut",0,284,284,1210,926,644,"1",1,"SCS2_E1",32,37,0.864864865,"High Sp Dom",394.1785714,272.9642857,231.797619,238.7911403,118.8763098,77.67398345,168.8508346,84.05824475,54.92380042
"388","24_36",24,12,5,8,2,3,5,7,9,"bitches","taboo",36,6,24,FALSE,532,52,2508,"Down","n","¿Estaban frente al cine?","there",19,5,"there",19,5,5,5,"bitches",39,7,10,"e","Down","n","Mi amigo dijo que there were a lot of bitches",36,"CS",6,"s","Mi amigo dijo que","Mi amigo dijo que","Mi amigo dijo que there were a lot of","correct","Mi amigo dijo que there were a lot of bitches in front of the club last night.",17,"taboo",205,205,205,205,0,371,"0",1,"SCS2_E1",32,37,0.864864865,"High Sp Dom",487.7228916,303.8795181,254.4819277,305.6617896,157.5583823,107.3017584,216.1355241,111.4106006,75.87380099
"389","24_39",24,29,2,2,1,1,7,5,8,"circus","neut",39,6,24,FALSE,373,16,1940,"Up","y","Was it close?","would",36,5,"I would",34,7,8,9,"circus",57,6,14,"e","Up","y","If I didnÆt have homework to do, I would have gone to a circus",39,"Eng",6,"s","If I didnÆt have homework to do, I","If I didnÆt have homework to do,","If I didnÆt have homework to do, I would have gone to a","correct","If I didnÆt have homework to do, I would have gone to a circus that was nearby.",17,"neut",319,319,319,456,137,319,"1",1,"SCS2_E1",32,37,0.864864865,"High Sp Dom",368.0549451,259.5384615,224.3076923,221.9729394,136.1135398,93.80744963,156.9585707,96.24680703,66.33188376
"390","24_4",24,18,2,3,1,1,5,5,4,"fart","taboo",4,6,24,FALSE,456,35,3525,"Up","y","Did he hear this yesterday?","heard",14,5,"I heard",12,7,3,4,"fart",22,4,6,"e","Up","y","Last night I heard a fart",4,"Eng",6,"s","Last night I","Last night","Last night I heard a","correct","Last night I heard a fart from my neighbor's apartment.",10,"taboo",284,284,284,284,0,284,"0",1,"SCS2_E1",32,37,0.864864865,"High Sp Dom",408.3956044,298.2967033,245.021978,245.8860567,142.9286142,89.44308905,173.8676981,101.0657924,63.2458148
"391","24_40",24,30,6,3,1,5,6,5,8,"lubricant","taboo",40,6,24,FALSE,455,8,1908,"Down","y","Were they selling it?","saw",34,3,"I saw",32,5,7,8,"lubricant",64,9,14,"e","Down","n","While I was walking on campus, I saw that they were giving out lubricant",40,"Eng",6,"s","While I was walking on campus, I","While I was walking on campus,","While I was walking on campus, I saw that they were giving out","correct","While I was walking on campus, I saw that they were giving out lubricant to students in the courtyard.",19,"taboo",305,305,305,305,0,305,"0",1,"SCS2_E1",32,37,0.864864865,"High Sp Dom",408.3956044,298.2967033,245.021978,245.8860567,142.9286142,89.44308905,173.8676981,101.0657924,63.2458148
"392","24_41",24,13,2,2,1,1,9,5,2,"colleague","neut",41,6,24,FALSE,524,70,2565,"Down","y","¿Invitó a la persona por correo electrónico?","invited",45,7,"he invited",42,10,9,10,"colleague",58,9,12,"e","Down","n","Ayer por la noche, por mensaje de texto, he invited that colleague",41,"CS",6,"s","Ayer por la noche, por mensaje de texto, he","Ayer por la noche, por mensaje de texto,","Ayer por la noche, por mensaje de texto, he invited that","correct","Ayer por la noche, por mensaje de texto, he invited that colleague to his place for dinner.",17,"neut",178,178,178,178,0,178,"0",1,"SCS2_E1",32,37,0.864864865,"High Sp Dom",394.1785714,272.9642857,231.797619,238.7911403,118.8763098,77.67398345,168.8508346,84.05824475,54.92380042
"393","24_42",24,14,5,5,1,2,5,6,9,"tits","taboo",42,6,24,FALSE,485,89,3524,"Down","n","¿Podría abotonarse la chaqueta?","was",29,3,"was",29,3,6,6,"tits",51,4,11,"e","Down","n","La chaqueta que ella compró was too small for her tits",42,"CS",6,"s","La chaqueta que ella compró","La chaqueta que ella compró","La chaqueta que ella compró was too small for her","correct","La chaqueta que ella compró was too small for her tits, so she returned it.",15,"taboo",99,99,99,99,0,99,"0",1,"SCS2_E1",32,37,0.864864865,"High Sp Dom",487.7228916,303.8795181,254.4819277,305.6617896,157.5583823,107.3017584,216.1355241,111.4106006,75.87380099
"394","24_45",24,31,8,3,1,1,9,5,6,"calf","neut",45,6,24,FALSE,469,41,3672,"Up","y","Was the person sore after work?","massaged",31,8,"he massaged",28,11,7,8,"calf",43,4,10,"e","Up","y","When I got back from work, he massaged my calf",45,"Eng",6,"s","When I got back from work, he","When I got back from work,","When I got back from work, he massaged my","correct","When I got back from work, he massaged my calf before we went to bed.",15,"neut",394,394,394,394,0,570,"0",1,"SCS2_E1",32,37,0.864864865,"High Sp Dom",368.0549451,259.5384615,224.3076923,221.9729394,136.1135398,93.80744963,156.9585707,96.24680703,66.33188376
"395","24_46",24,32,5,3,2,4,5,7,4,"sperm","taboo",46,6,24,FALSE,468,34,2405,"Down","y","Was he rich after university?","donated",19,7,"he donated",16,10,3,4,"sperm",27,5,5,"e","Down","n","After college, he donated sperm",46,"Eng",6,"s","After college, he","After college,","After college, he donated","correct","After college, he donated sperm to make some extra cash.",10,"taboo",135,135,135,135,0,135,"0",1,"SCS2_E1",32,37,0.864864865,"High Sp Dom",408.3956044,298.2967033,245.021978,245.8860567,142.9286142,89.44308905,173.8676981,101.0657924,63.2458148
"396","24_47",24,15,2,2,1,1,5,5,9,"acrobat","neut",47,6,24,FALSE,476,80,2435,"Up","n","¿Viajó mucho en sus veintes?","when",22,4,"when",22,4,5,5,"acrobat",44,7,10,"e","Up","y","Mi amiga viajó mucho when she worked as an acrobat",47,"CS",6,"s","Mi amiga viajó mucho","Mi amiga viajó mucho","Mi amiga viajó mucho when she worked as an","correct","Mi amiga viajó mucho when she worked as an acrobat in her twenties.",13,"neut",0,407,547,547,0,547,"0",1,"SCS2_E1",32,37,0.864864865,"High Sp Dom",394.1785714,272.9642857,231.797619,238.7911403,118.8763098,77.67398345,168.8508346,84.05824475,54.92380042
