RECORDING_SESSION_LABEL	CURRENT_FIX_ADJUSTED	CURRENT_FIX_PUPIL	TRIAL_INDEX	button_RT	button_pressed	combined_cs_status	comp_q	cs_word	cs_word_char_position	cs_word_length	cs_word_or_combo	cs_word_or_combo_char_position	cs_word_or_combo_length	cs_word_or_combo_word_position	cs_word_word_position	cword	cword_char_position	cword_length	cword_word_position	e_status	exp_button	exp_response	frame_cword_space	item_num	lang	list	p_status	pre_cs_word_frame_space	pre_cs_word_or_combo_space	pre_cword_frame_space	response_accuracy	sent	sent_length_words	taboo_status	SINGLE_FIXATION_DURATION	FIRST_FIXATION_DURATION	GAZE_DURATION	REGRESSION_PATH_DURATION	REREADING_DURATION	TOTAL_DURATION	FIRST_PASS_REGRESSION	FIRST_PAST_FIXATION	Lang_order	DELE	MELICET	dominance	FIRST_FIXATION_DURATION_SC	TOTAL_DURATION_SC	GAZE_DURATION_SC	dominance_SC	dom_cat	MeanTD	MeanGD	MeanFFD	sdTD	sdGD	sdFFD
8	FALSE	842	80	2066	Down	n	¿Alguien escribió en la pared al lado de la iglesia?	alguien	15	7	alguien	15	7	4	4	jefe	33	4	6	e	Down	n	"El año pasado alguien escribió \jefe\\\"""""	27	Spa	2	s	El año pasado	El año pasado	El año pasado alguien escribió	correct	"El año pasado alguien escribió \jefe\\ en la pared junto al banco.\"""""	12	neut	164	164	164	164	0	164	0	1	SCS2_E1	42	43	0.976744186	-0.335377676	-0.751643494	-0.463207993	1.030667931	High Sp Dom	609.2142857	301.4642857	232.1785714	461.8814525	244.8812151	130.8936171
8	FALSE	1025	42	1765	Up	n	¿Estaban junto a la nevera?	talking	8	7	talking	8	7	3	3	pornography	22	11	5	e	Up	y	Los oí talking about pornography	26	CS	2	s	Los oí	Los oí	Los oí talking about	correct	Los oí talking about pornography by the refrigerator.	8	taboo	0	159	159	422	263	678	1	1	SCS2_E1	42	43	0.976744186	-0.369163075	0.472028097	-0.486050896	1.030667931	High Sp Dom	416.8928571	241.9732143	202.4910714	309.0367877	184.2553291	139.1711627
8	FALSE	976	48	1073	Down	n	¿Estaban tranquilos?	y	15	1	y	15	1	3	3	Güey	28	4	5	e	Down	n	Se detuvieron y gritaron: Güey	21	Spa	2	s	Se detuvieron	Se detuvieron	Se detuvieron y gritaron:	correct	"Se detuvieron y gritaron: \Güey, aléjate del camino\\ \\"".\\""\"""""	8	neut	0	162	450	450	0	960	0	1	SCS2_E1	42	43	0.976744186	-0.348891836	1.143380994	0.843406046	1.030667931	High Sp Dom	609.2142857	301.4642857	232.1785714	461.8814525	244.8812151	130.8936171
8	FALSE	889	54	4676	Down	n	¿Ocurrió esto después del gimnasio?	ella	24	4	ella	24	4	5	5	tampón	45	6	10	e	Down	n	"Después de la reunión, ella se inclinó y su tampón"	28	Spa	2	s	"Después de la reunión,"	"Después de la reunión,"	"Después de la reunión, ella se inclinó y su"	correct	"Después de la reunión, ella se inclinó y su tampón cayó de su bolso."	14	taboo	171	171	171	171	0	508	0	1	SCS2_E1	42	43	0.976744186	-0.288078117	0.067311812	-0.431227929	1.030667931	High Sp Dom	633.1071429	335.3660714	256.875	506.0237568	243.7863854	154.769525
8	FALSE	957	56	5828	Up	n	¿Fue adicto durante 5 años?	was	19	3	was	19	3	5	5	sugar	35	5	8	e	Down	n	"En el colegio, he was addicted to sugar"	13	CS	2	s	"En el colegio, he"	"En el colegio, he"	"En el colegio, he was addicted to"	incorrect	"En el colegio, he was addicted to sugar for three years."	11	neut	.	0	0	0	.	576	.	0	SCS2_E1	42	43	0.976744186	-1.44353877	0.229198326	-1.212455205	1.030667931	High Sp Dom	336.3839286	230.9017857	190.8571429	288.066504	185.968367	117.9489015
8	FALSE	1349	57	2601	Up	n	¿Leyó el consejos en línea?	algunos	10	7	algunos	10	7	3	3	mamadas	36	7	7	e	Up	y	He leído algunos consejos para dar mamadas	34	Spa	2	s	He leído	He leído	He leído algunos consejos para dar	correct	He leído algunos consejos para dar mamadas en Internet.	9	taboo	278	278	278	278	0	857	0	1	SCS2_E1	42	43	0.976744186	0.434929426	0.898170539	0.05761019	1.030667931	High Sp Dom	633.1071429	335.3660714	256.875	506.0237568	243.7863854	154.769525
8	FALSE	1126	22	3436	Up	n	¿Se lastimó el invierno pasado?	she	19	3	she	19	3	4	4	clitoris	32	8	7	e	Down	n	"El verano pasado, she hurt her clitoris"	8	CS	2	s	"El verano pasado,"	"El verano pasado,"	"El verano pasado, she hurt her"	incorrect	"El verano pasado, she hurt her clitoris trying to get on a horse."	13	taboo	0	328	515	515	0	1050	0	1	SCS2_E1	42	43	0.976744186	0.772783418	1.357642556	1.140363782	1.030667931	High Sp Dom	416.8928571	241.9732143	202.4910714	309.0367877	184.2553291	139.1711627
8	FALSE	885	23	2290	Down	n	¿La persona lo vio en el armario?	we	14	2	we	14	2	4	4	quarter	44	7	11	e	Down	n	"En el hostal we were staying at, I found a quarter"	19	CS	2	s	En el hostal	En el hostal	"En el hostal we were staying at, I found a"	correct	"En el hostal we were staying at, I found a quarter on the bed sheet."	15	neut	160	160	160	160	0	515	0	1	SCS2_E1	42	43	0.976744186	-0.362405995	0.0839766	-0.481482316	1.030667931	High Sp Dom	336.3839286	230.9017857	190.8571429	288.066504	185.968367	117.9489015
8	FALSE	768	31	6538	Down	n	¿Es el producto para la piel?	de	15	2	de	15	2	4	4	escalpo	42	7	10	e	Up	y	Vi un anuncio de una nueva crema para el escalpo	3	Spa	2	s	Vi un anuncio	Vi un anuncio	Vi un anuncio de una nueva crema para el	incorrect	Vi un anuncio de una nueva crema para el escalpo para que no pique.	14	neut	0	121	356	356	0	356	0	1	SCS2_E1	42	43	0.976744186	-0.625932109	-0.294552161	0.413959474	1.030667931	High Sp Dom	609.2142857	301.4642857	232.1785714	461.8814525	244.8812151	130.8936171
8	FALSE	1084	34	1770	Up	n	¿Lo oí ayer?	oí	8	2	oí	8	2	2	2	pedo	14	4	4	e	Up	y	Anoche oí un pedo	4	Spa	2	s	Anoche	Anoche	Anoche oí un	correct	Anoche oí un pedo del apartamento de mi vecino.	9	taboo	0	90	90	958	868	356	1	1	SCS2_E1	42	43	0.976744186	-0.835401584	-0.294552161	-0.801282955	1.030667931	High Sp Dom	633.1071429	335.3660714	256.875	506.0237568	243.7863854	154.769525
8	FALSE	1062	35	3268	Up	n	¿Fueron a una cita?	that	10	4	that	10	4	3	3	belly	24	5	7	e	Up	y	No sabía that he had a belly	43	CS	2	s	No sabía	No sabía	No sabía that he had a	correct	No sabía that he had a belly that big until we went on a date.	15	neut	259	259	259	259	0	259	0	1	SCS2_E1	42	43	0.976744186	0.306544909	-0.525478512	-0.02919284	1.030667931	High Sp Dom	336.3839286	230.9017857	190.8571429	288.066504	185.968367	117.9489015
8	FALSE	1101	37	3216	Up	n	¿La mamá de María lo encontró en el espacio privado de María?	found	18	5	found	18	5	5	5	cigarette	26	9	7	e	Up	y	La mamá de María found a cigarette	25	CS	2	s	La mamá de María	La mamá de María	La mamá de María found a	correct	La mamá de María found a cigarette in her room.	10	neut	184	184	184	411	227	184	1	1	SCS2_E1	42	43	0.976744186	-0.200236079	-0.704029814	-0.371836382	1.030667931	High Sp Dom	336.3839286	230.9017857	190.8571429	288.066504	185.968367	117.9489015
8	FALSE	876	62	2993	Down	n	¿Ha estado la marca allí durante una semana?	mancha	11	6	mancha	11	6	3	3	brazo	31	5	7	e	Down	n	Tengo una mancha grande en mi brazo	15	Spa	2	s	Tengo una	Tengo una	Tengo una mancha grande en mi	correct	Tengo una mancha grande en mi brazo desde la fiesta de ayer.	12	neut	164	164	164	340	176	750	1	1	SCS2_E1	42	43	0.976744186	-0.335377676	0.643437347	-0.463207993	1.030667931	High Sp Dom	609.2142857	301.4642857	232.1785714	461.8814525	244.8812151	130.8936171
8	FALSE	872	63	1538	Up	n	¿Ocurrió esto after the workout?	was	10	3	was	10	3	3	3	stiff	19	5	5	e	Up	y	Su novia was very stiff	1	CS	2	s	Su novia	Su novia	Su novia was very	correct	Su novia was very stiff after her usual workout in the morning.	12	neut	252	252	252	252	0	252	0	1	SCS2_E1	42	43	0.976744186	0.25924535	-0.5421433	-0.061172904	1.030667931	High Sp Dom	336.3839286	230.9017857	190.8571429	288.066504	185.968367	117.9489015
8	FALSE	983	60	3080	Down	n	¿Se le impidió ir a un viaje de negocios?	dijo	9	4	dijo	9	4	3	3	diarrea	21	7	6	e	Down	n	Su mamá dijo que la diarrea	22	Spa	2	s	Su mamá	Su mamá	Su mamá dijo que la	correct	Su mamá dijo que la diarrea le impidió ir al viaje escolar.	12	taboo	0	158	158	845	687	1060	1	1	SCS2_E1	42	43	0.976744186	-0.375920155	1.381449397	-0.490619477	1.030667931	High Sp Dom	633.1071429	335.3660714	256.875	506.0237568	243.7863854	154.769525
9	FALSE	798	26	3710	Up	n	¿Los niños comienzan a hablar de esto muy temprano?	start	11	5	start	11	5	3	3	politics	31	8	6	e	Up	y	Los niños start talking about politics	20	CS	3	s	Los niños	Los niños	Los niños start talking about	correct	Los niños start talking about politics very early these days.	10	neut	210	210	210	210	0	210	0	1	E1_SCS1	29	46	0.630434783	-0.024552003	-0.642132029	-0.253053288	-0.804289312	Low Sp Dom	354.4416667	203.25	163.9583333	294.4723467	166.663514	107.284934
9	FALSE	716	28	3646	Up	n	¿Viajó mucho en sus veintes?	cuando	22	6	cuando	22	6	5	5	prostituta	44	10	8	e	Up	y	Mi amiga viajó mucho cuando trabajaba como prostituta	47	Spa	3	s	Mi amiga viajó mucho	Mi amiga viajó mucho	Mi amiga viajó mucho cuando trabajaba como	correct	Mi amiga viajó mucho cuando trabajaba como prostituta en sus veintes.	11	taboo	0	184	562	1259	697	1047	1	1	E1_SCS1	29	46	0.630434783	-0.200236079	1.350500504	1.355087069	-0.804289312	Low Sp Dom	836.675	403.3916667	302.1916667	575.0767455	306.5644625	201.4757443
9	FALSE	701	22	4285	Down	n	¿Se le impidió ir a un viaje de negocios?	dijo	9	4	dijo	9	4	3	3	obligaciones	18	12	5	e	Down	n	Su mamá dijo que obligaciones	22	Spa	3	s	Su mamá	Su mamá	Su mamá dijo que	correct	Su mamá dijo que obligaciones le impidió ir al viaje escolar.	11	neut	0	282	620	2575	1955	2447	1	1	E1_SCS1	29	46	0.630434783	0.461957745	4.683458147	1.620064741	-0.804289312	Low Sp Dom	758.9166667	385.7166667	290.9916667	614.1375395	289.7325972	205.3815672
9	FALSE	744	23	10268	Up	n	¿Es este un problema in cities?	that	15	4	that	15	4	3	3	education	20	9	4	e	Down	n	Lei somewhere that education	2	CS	3	s	Lei somewhere	Lei somewhere	Lei somewhere that	incorrect	Lei somewhere that education is a big problem in small communities.	11	neut	0	203	203	2008	1805	1265	1	1	E1_SCS1	29	46	0.630434783	-0.071851562	1.869489623	-0.285033352	-0.804289312	Low Sp Dom	354.4416667	203.25	163.9583333	294.4723467	166.663514	107.284934
9	FALSE	784	38	4242	Down	n	¿Es el producto para la skin?	for	15	3	for	15	3	4	4	vagina	39	6	10	e	Up	y	Vi un anuncio for a new cream for the vagina	3	CS	3	s	Vi un anuncio	Vi un anuncio	Vi un anuncio for a new cream for the	incorrect	Vi un anuncio for a new cream for the vagina so that it doesn't itch.	15	taboo	0	153	244	639	395	572	1	1	E1_SCS1	29	46	0.630434783	-0.409705554	0.21967559	-0.097721549	-0.804289312	Low Sp Dom	354.575	245.9166667	203.8166667	244.1315826	167.5733169	123.2959126
9	FALSE	729	39	4818	Up	n	¿Leyó el consejos en línea?	algunos	10	7	algunos	10	7	3	3	discursos	36	9	7	e	Up	y	He leído algunos consejos para dar discursos	34	Spa	3	s	He leído	He leído	He leído algunos consejos para dar	correct	He leído algunos consejos para dar discursos en Internet.	9	neut	570	570	570	570	0	1108	0	1	E1_SCS1	29	46	0.630434783	2.40799674	1.49572223	1.391635713	-0.804289312	Low Sp Dom	758.9166667	385.7166667	290.9916667	614.1375395	289.7325972	205.3815672
9	FALSE	695	36	7590	Up	n	¿Estaban junto a la nevera?	talking	8	7	talking	8	7	3	3	government	22	10	5	e	Up	y	Los oí talking about government	26	CS	3	s	Los oí	Los oí	Los oí talking about	correct	Los oí talking about government by the refrigerator.	8	neut	0	198	258	597	339	919	1	1	E1_SCS1	29	46	0.630434783	-0.105636961	1.045772948	-0.033761421	-0.804289312	Low Sp Dom	354.4416667	203.25	163.9583333	294.4723467	166.663514	107.284934
9	FALSE	779	90	3647	Down	n	¿Tuvo un trastorno compulsivo?	lavó	16	4	lavó	16	4	4	4	ano	24	3	6	e	Up	y	Mi mejor amigo lavó su ano	17	Spa	3	s	Mi mejor amigo	Mi mejor amigo	Mi mejor amigo lavó su	incorrect	Mi mejor amigo lavó su ano compulsivamente en la universidad	10	taboo	.	0	0	0	.	952	.	0	E1_SCS1	29	46	0.630434783	-1.44353877	1.124335521	-1.212455205	-0.804289312	Low Sp Dom	836.675	403.3916667	302.1916667	575.0767455	306.5644625	201.4757443
9	FALSE	793	96	1972	Up	n	¿Cayeron muchos de ellos?	yesterday	31	9	yesterday	31	9	7	7	cans	53	4	11	e	Up	y	"Cuando yo estaba en la tienda yesterday, a bunch of cans"	32	CS	3	s	Cuando yo estaba en la tienda	Cuando yo estaba en la tienda	"Cuando yo estaba en la tienda yesterday, a bunch of"	correct	"Cuando yo estaba en la tienda yesterday, a bunch of cans fell from a shelf."	15	neut	0	214	503	503	0	503	0	1	E1_SCS1	29	46	0.630434783	0.002476316	0.055408392	1.085540816	-0.804289312	Low Sp Dom	354.4416667	203.25	163.9583333	294.4723467	166.663514	107.284934
9	FALSE	838	98	3498	Down	n	¿Ha estado la marca allí durante una semana?	big	10	3	big	10	3	3	3	buttock	25	7	7	e	Down	n	Tengo un big mark on my buttock	15	CS	3	s	Tengo un	Tengo un	Tengo un big mark on my	correct	Tengo un big mark on my buttock from yesterday.	9	taboo	0	167	346	346	0	346	0	1	E1_SCS1	29	46	0.630434783	-0.315106436	-0.318359001	0.368273668	-0.804289312	Low Sp Dom	354.575	245.9166667	203.8166667	244.1315826	167.5733169	123.2959126
9	FALSE	775	13	1889	Down	n	Was he addicted for 5 years?	was	16	3	was	16	3	4	4	masturbation	32	12	7	e	Down	n	"In college, he was addicted to masturbation"	13	Eng	3	s	"In college, he"	"In college, he"	"In college, he was addicted to"	correct	"In college, he was addicted to masturbation for three years."	10	taboo	0	273	797	797	0	1086	0	1	E1_SCS1	29	46	0.630434783	0.401144027	1.443347181	2.4287035	-0.804289312	Low Sp Dom	404.7583333	194.275	165.9416667	303.4699048	160.6489969	113.9155146
9	FALSE	750	16	2553	Down	n	Did this happen when he returned from the lake?	from	18	4	from	18	4	4	4	shit	40	4	9	e	Down	n	"When he returned from the farm, he had shit"	7	Eng	3	s	When he returned	When he returned	"When he returned from the farm, he had"	correct	"When he returned from the farm, he had shit all over his pants."	13	taboo	0	148	148	774	626	378	1	1	E1_SCS1	29	46	0.630434783	-0.443490953	-0.242177112	-0.536305282	-0.804289312	Low Sp Dom	404.7583333	194.275	165.9416667	303.4699048	160.6489969	113.9155146
9	FALSE	786	18	3266	Down	n	Were they in front of the cinema?	there	21	5	there	21	5	5	5	girls	41	5	10	e	Down	n	My friend said that there were a lot of girls	36	Eng	3	s	My friend said that	My friend said that	My friend said that there were a lot of	correct	My friend said that there were a lot of girls in front of the club last night.	17	neut	234	234	234	234	0	234	0	1	E1_SCS1	29	46	0.630434783	0.137617913	-0.584995612	-0.143407354	-0.804289312	Low Sp Dom	369.7833333	203.2416667	180.8833333	249.156769	134.5354907	111.4569053
9	FALSE	862	23	3565	Up	n	Did Maria's mom find it in Maria's private space?	found	13	5	found	13	5	3	3	dildo	21	5	5	e	Up	y	Maria's mom found a dildo	25	Eng	3	s	Maria's mom	Maria's mom	Maria's mom found a	correct	Maria's mom found a dildo in her room.	8	taboo	136	136	136	136	0	689	0	1	E1_SCS1	29	46	0.630434783	-0.524575911	0.498215621	-0.591128249	-0.804289312	Low Sp Dom	404.7583333	194.275	165.9416667	303.4699048	160.6489969	113.9155146
9	FALSE	701	25	2388	Down	n	Was it on the train seat?	that	15	4	that	15	4	4	4	flour	30	5	7	e	Down	n	I could swear that there was flour	24	Eng	3	s	I could swear	I could swear	I could swear that there was	correct	I could swear that there was flour on the seat of the bus.	13	neut	170	170	170	469	299	307	1	1	E1_SCS1	29	46	0.630434783	-0.294835197	-0.411205678	-0.43579651	-0.804289312	Low Sp Dom	369.7833333	203.2416667	180.8833333	249.156769	134.5354907	111.4569053
9	FALSE	834	26	2215	Up	n	Was he in a relationship when he got it?	gave	19	4	gave	19	4	4	4	motorcycle	30	10	7	e	Up	y	His ex girlfriend gave him a motorcycle	30	Eng	3	s	His ex girlfriend	His ex girlfriend	His ex girlfriend gave him a	correct	His ex girlfriend gave him a motorcycle in college.	9	neut	148	148	148	148	0	373	0	1	E1_SCS1	29	46	0.630434783	-0.443490953	-0.254080532	-0.536305282	-0.804289312	Low Sp Dom	369.7833333	203.2416667	180.8833333	249.156769	134.5354907	111.4569053
9	FALSE	669	32	1361	Down	y	Did this happen in the street?	heard	13	5	I heard	11	7	3	4	handjob	43	7	10	e	Down	n	Last week I heard that Angela gave John a handjob	37	Eng	3	s	Last week I	Last week	Last week I heard that Angela gave John a	correct	Last week I heard that Angela gave John a handjob in the park.	13	taboo	330	330	330	330	0	733	0	1	E1_SCS1	29	46	0.630434783	0.786297578	0.602965719	0.295176379	-0.804289312	Low Sp Dom	404.7583333	194.275	165.9416667	303.4699048	160.6489969	113.9155146
9	FALSE	691	35	2451	Down	n	Did they examine them at the doctor's office?	they	18	4	they	18	4	4	4	testicles	36	9	7	e	Down	n	"Today at school, they examined the testicles"	31	Eng	3	s	"Today at school,"	"Today at school,"	"Today at school, they examined the"	correct	"Today at school, they examined the testicles of the children at the annual health checkup."	15	taboo	248	248	248	248	0	248	0	1	E1_SCS1	29	46	0.630434783	0.232217031	-0.551666036	-0.079447227	-0.804289312	Low Sp Dom	404.7583333	194.275	165.9416667	303.4699048	160.6489969	113.9155146
9	FALSE	755	37	1182	Up	n	Did they go on a date?	that	15	4	that	15	4	4	4	cock	29	4	8	e	Up	y	I didnÆt know that he had a cock	43	Eng	3	s	I didnÆt know	I didnÆt know	I didnÆt know that he had a	correct	I didnÆt know that he had a cock that big until we went on a date.	16	taboo	0	229	229	1107	878	560	1	1	E1_SCS1	29	46	0.630434783	0.103832514	0.191107382	-0.166250257	-0.804289312	Low Sp Dom	404.7583333	194.275	165.9416667	303.4699048	160.6489969	113.9155146
9	FALSE	736	42	2272	Down	n	Did the person see it on the cupboard?	we	15	2	we	15	2	4	4	pubic hair	45	10	11	e	Down	n	"In the hostel we were staying at, I found a pubic hair"	19	Eng	3	s	In the hostel	In the hostel	"In the hostel we were staying at, I found a"	correct	"In the hostel we were staying at, I found a pubic hair on the bed sheet."	16	taboo	.	0	0	0	.	275	.	0	E1_SCS1	29	46	0.630434783	-1.44353877	-0.487387567	-1.212455205	-0.804289312	Low Sp Dom	404.7583333	194.275	165.9416667	303.4699048	160.6489969	113.9155146
9	FALSE	806	43	4032	Down	y	Did they read about this yesterday?	read	17	4	I read	15	6	3	4	show	30	4	7	e	Down	n	"This morning, I read about a show"	6	Eng	3	s	"This morning, I"	"This morning,"	"This morning, I read about a"	correct	"This morning, I read about a show that happened yesterday in our city."	14	neut	230	230	230	230	0	415	0	1	E1_SCS1	29	46	0.630434783	0.110589594	-0.154091803	-0.161681677	-0.804289312	Low Sp Dom	369.7833333	203.2416667	180.8833333	249.156769	134.5354907	111.4569053
9	FALSE	763	44	2802	Down	n	Could she button the jacket?	was	23	3	was	23	3	5	5	shoulders	45	9	10	e	Down	n	The blazer she bought was too small for her shoulders	42	Eng	3	s	The blazer she bought	The blazer she bought	The blazer she bought was too small for her	correct	"The blazer she bought was too small for her shoulders, so she returned it."	14	neut	0	165	427	427	0	427	0	1	E1_SCS1	29	46	0.630434783	-0.328620596	-0.125523594	0.738328693	-0.804289312	Low Sp Dom	369.7833333	203.2416667	180.8833333	249.156769	134.5354907	111.4569053
9	FALSE	758	50	2137	Down	y	Did the person see the picture on their computer?	picture	19	7	a picture	17	9	4	5	wolf	32	4	8	e	Down	n	Yesterday I saw a picture of a wolf	12	Eng	3	s	Yesterday I saw a	Yesterday I saw	Yesterday I saw a picture of a	correct	Yesterday I saw a picture of a wolf in my cousin's phone.	12	neut	.	0	0	0	.	186	.	0	E1_SCS1	29	46	0.630434783	-1.44353877	-0.699268446	-1.212455205	-0.804289312	Low Sp Dom	369.7833333	203.2416667	180.8833333	249.156769	134.5354907	111.4569053
9	FALSE	776	61	1220	Down	n	¿Estaban tranquilos?	and	15	3	and	15	3	3	3	Asshole	29	7	5	e	Down	n	"Se detuvieron and shouted: \Asshole\""	21	CS"""	3	s	Se detuvieron	Se detuvieron	Se detuvieron and shouted:	correct	"Se detuvieron and shouted: \Asshole, move out of the way\\ \\"".\\""\"""""	10	taboo	473	473	473	473	0	473	0	1	E1_SCS1	29	46	0.630434783	1.752559995	-0.016012129	0.948483399	-0.804289312	Low Sp Dom	354.575	245.9166667	203.8166667	244.1315826	167.5733169	123.2959126		
9	FALSE	803	65	4513	Down	n	¿Olían así durante el festival de cine?	olían	12	5	olían	12	5	3	3	meo	20	3	5	e	Down	n	Las calles olían a meo	11	Spa	3	s	Las calles	Las calles	Las calles olían a	correct	Las calles olían a meo durante el festival de primavera.	10	taboo	354	354	354	354	0	661	0	1	E1_SCS1	29	46	0.630434783	0.948467494	0.431556469	0.404822313	-0.804289312	Low Sp Dom	836.675	403.3916667	302.1916667	575.0767455	306.5644625	201.4757443
9	FALSE	872	68	1953	Up	n	¿Su bebé la lastimó?	bit	9	3	bit	9	3	3	3	finger	17	6	5	e	Up	y	Su bebé bit her finger	14	CS	3	s	Su bebé	Su bebé	Su bebé bit her	correct	Su bebé bit her finger and drew blood.	8	neut	235	235	235	235	0	235	0	1	E1_SCS1	29	46	0.630434783	0.144374993	-0.582614928	-0.138838774	-0.804289312	Low Sp Dom	354.4416667	203.25	163.9583333	294.4723467	166.663514	107.284934
9	FALSE	768	70	1792	Down	y	¿Lo encontraron en una fuente?	found	34	5	they found	29	10	6	7	tooth	42	5	9	e	Down	n	"A principio de este verano, they found a tooth"	44	CS	3	s	"A principio de este verano, they"	"A principio de este verano,"	"A principio de este verano, they found a"	correct	"A principio de este verano, they found a tooth in the showers at the waterpark."	15	neut	159	159	159	159	0	159	0	1	E1_SCS1	29	46	0.630434783	-0.369163075	-0.763546915	-0.486050896	-0.804289312	Low Sp Dom	354.4416667	203.25	163.9583333	294.4723467	166.663514	107.284934
9	FALSE	766	79	3391	Up	n	¿Estaba la venta en una tienda grande?	that	14	4	that	14	4	4	4	vibrators	28	9	7	e	Up	y	Me di cuenta that they had vibrators	33	CS	3	s	Me di cuenta	Me di cuenta	Me di cuenta that they had	correct	Me di cuenta that they had vibrators on sale in that big store.	13	taboo	279	279	279	279	0	279	0	1	E1_SCS1	29	46	0.630434783	0.441686506	-0.477864831	0.062178771	-0.804289312	Low Sp Dom	354.575	245.9166667	203.8166667	244.1315826	167.5733169	123.2959126
9	FALSE	739	40	1431	Down	n	¿Lo estaban vendiendo?	vi	34	2	vi	34	2	6	6	agua	63	4	10	e	Down	n	"Mientras caminaba por el campus, vi que estaban distribuyendo agua"	40	Spa	3	s	"Mientras caminaba por el campus,"	"Mientras caminaba por el campus,"	"Mientras caminaba por el campus, vi que estaban distribuyendo"	correct	"Mientras caminaba por el campus, vi que estaban distribuyendo agua a los estudiantes en la plaza."	16	neut	470	470	470	470	0	470	0	1	E1_SCS1	29	46	0.630434783	1.732288756	-0.023154181	0.934777657	-0.804289312	Low Sp Dom	758.9166667	385.7166667	290.9916667	614.1375395	289.7325972	205.3815672
9	FALSE	729	41	2098	Down	n	¿Ocurrió esto después del gimnasio?	ella	24	4	ella	24	4	5	5	máscara	45	7	10	e	Down	n	"Después de la reunión, ella se inclinó y su máscara"	28	Spa	3	s	"Después de la reunión,"	"Después de la reunión,"	"Después de la reunión, ella se inclinó y su"	correct	"Después de la reunión, ella se inclinó y su máscara cayó de su bolso."	14	neut	0	213	213	953	740	782	1	1	E1_SCS1	29	46	0.630434783	-0.004280764	0.719619236	-0.239347546	-0.804289312	Low Sp Dom	758.9166667	385.7166667	290.9916667	614.1375395	289.7325972	205.3815672
9	FALSE	740	43	3011	Up	n	¿El hombre hizo esto en público?	mostró	14	6	mostró	14	6	4	4	arte	24	4	6	e	Up	y	Un hombre le mostró su arte	16	Spa	3	s	Un hombre le	Un hombre le	Un hombre le mostró su	correct	Un hombre le mostró su arte en la calle.	9	neut	0	161	161	502	341	951	1	1	E1_SCS1	29	46	0.630434783	-0.355648915	1.121954837	-0.476913735	-0.804289312	Low Sp Dom	758.9166667	385.7166667	290.9916667	614.1375395	289.7325972	205.3815672
9	FALSE	793	46	1385	Down	n	¿Ocurrió esto en la mañana?	the other	26	9	the other	26	9	6	6	sandwich	51	8	12	e	Down	n	"Cuando regrese a mi casa the other night, I had a sandwich"	38	CS	3	s	Cuando regrese a mi casa	Cuando regrese a mi casa	"Cuando regrese a mi casa the other night, I had a"	correct	"Cuando regrese a mi casa the other night, I had a sandwich on the couch."	15	neut	180	180	180	180	0	493	0	1	E1_SCS1	29	46	0.630434783	-0.227264398	0.031601552	-0.390110704	-0.804289312	Low Sp Dom	354.4416667	203.25	163.9583333	294.4723467	166.663514	107.284934
9	FALSE	797	53	3095	Down	n	¿Alguien escribió en la pared al lado de la iglesia?	somebody	15	8	somebody	15	8	4	4	whore	31	5	6	e	Down	n	"El año pasado somebody wrote \whore\\\"""""	27	CS	3	s	El año pasado	El año pasado	El año pasado somebody wrote	correct	"El año pasado somebody wrote \whore\\ on the wall next to the bank.\"""""	13	taboo	338	338	338	338	0	338	0	1	E1_SCS1	29	46	0.630434783	0.840354217	-0.337404473	0.331725024	-0.804289312	Low Sp Dom	354.575	245.9166667	203.8166667	244.1315826	167.5733169	123.2959126
9	FALSE	746	54	1771	Up	n	¿Carlos dio la vuelta?	ella	30	4	ella	30	4	6	6	erección	48	8	10	e	Up	y	"Cuando Carlos dio la vuelta, ella podía ver su erección"	23	Spa	3	s	"Cuando Carlos dio la vuelta,"	"Cuando Carlos dio la vuelta,"	"Cuando Carlos dio la vuelta, ella podía ver su"	correct	"Cuando Carlos dio la vuelta, ella podía ver su erección a través de su ropa."	15	taboo	0	197	571	1103	532	1021	1	1	E1_SCS1	29	46	0.630434783	-0.112394041	1.28860272	1.396204294	-0.804289312	Low Sp Dom	836.675	403.3916667	302.1916667	575.0767455	306.5644625	201.4757443
9	FALSE	667	56	1419	Up	n	¿Tenía pecas?	que	18	3	que	18	3	5	5	piernas	41	7	10	e	Up	y	Mi amigo me dijo que tenía pecas en sus piernas	10	Spa	3	s	Mi amigo me dijo	Mi amigo me dijo	Mi amigo me dijo que tenía pecas en sus	correct	Mi amigo me dijo que tenía pecas en sus piernas desde que era un niño.	15	neut	0	299	617	617	0	617	0	1	E1_SCS1	29	46	0.630434783	0.576828103	0.326806371	1.606358999	-0.804289312	Low Sp Dom	758.9166667	385.7166667	290.9916667	614.1375395	289.7325972	205.3815672
9	FALSE	693	58	1776	Down	n	¿Era rico después de la universidad?	donó	28	4	donó	28	4	5	5	plasma	33	6	6	e	Down	n	"Después de la universidad, donó plasma"	46	Spa	3	s	"Después de la universidad,"	"Después de la universidad,"	"Después de la universidad, donó"	correct	"Después de la universidad, donó plasma para ganar dinero extra."	10	neut	0	587	587	1655	1068	1147	1	1	E1_SCS1	29	46	0.630434783	2.522867097	1.588568907	1.469301582	-0.804289312	Low Sp Dom	758.9166667	385.7166667	290.9916667	614.1375395	289.7325972	205.3815672
